,name,male,origin,isMarried,isNoble,popularity,isAlive,season,episode,deaths,episode_num
1183,Lyman Darry,0,House Frey,0,1,0.0568561872909698,0,3,"Dark Wings, Dark Words","Lord Hoster Tully - Died of an unspecified illness off-screen, body shown in ""Walk of Punishment"".",22
1184,Lymond Lychester,1,House Tully,0,1,0.0234113712374581,1,0,,,0
1185,Lymond Vikary,1,Noble,0,1,0.0267558528428093,1,0,,,0
1186,Lyonel Selmy,1,House Baratheon,0,1,0.0167224080267558,1,0,,,0
1187,Aggo,0,House Targaryen,0,0,0.133779264214046,1,0,,,0
1188,Alys Karstark,0,House Stark,1,0,0.157190635451505,1,0,,,0
1189,Cleos Frey,1,House Frey,1,1,0.247491638795986,0,3,Mhysa,Unnamed Frey Soldier - Repeatedly stabbed in the neck by Arya Stark with a knife.,30
1190,Dontos Hollard,1,House Baratheon,0,1,0.23076923076923,0,8,The Iron Throne,Donnel Hill - 1 (Deceased),72
1191,Craster,1,Wildling,0,0,0.170568561872909,0,1,"Cripples, Bastards, and Broken Things","Balerion/Black Dread (Dragon) - Died in an unspecified manner off-screen, mentioned.",4
1192,Dale Seaworth,1,House Baratheon,0,1,0.0702341137123745,0,6,Oathbreaker,Ser Arthur Dayne - Slashed by Lord Eddard Stark with Dawn after being stabbed in the neck by Lord Howland Reed.,53
1193,Denys Mallister,1,House Tully,0,1,0.130434782608695,1,0,,,0
1194,Edric Storm,1,House Baratheon,0,0,0.284280936454849,1,0,,,0
1195,Hosteen Frey,1,House Frey,1,1,0.274247491638795,1,0,,,0
1196,Lyonel Corbray,1,House Baratheon,0,1,0.0802675585284281,1,0,,,0
1197,Lyonel Frey,0,House Frey,1,1,0.0635451505016722,1,0,,,0
1198,Lyonel Strong,1,Noble,1,1,0.334448160535117,0,4,The Lion and the Rose,Lord Axell Florent - Burned alive by unknown Baratheon soldiers on the orders of Melisandre/The Red Woman.,32
1199,Lythene Frey,0,House Frey,1,0,0.160535117056856,1,0,,,0
1200,Lyra Mormont,0,House Stark,0,0,0.040133779264214,1,0,,,0
1201,Maegelle Frey,0,House Frey,1,0,0.107023411371237,1,0,,,0
1202,Mallador Locke,1,Night's Watch,0,1,0.0267558528428093,0,3,Mhysa,"Black Lorren - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
1203,Malwyn Frey,1,House Frey,0,0,0.137123745819397,1,0,,,0
1204,Manfrey Martell,0,House Martell,0,1,0.0234113712374581,1,0,,,0
1205,Margot Lannister,0,House Lannister,1,1,0.020066889632107,1,0,,,0
1206,Maric Seaworth,1,House Baratheon,0,1,0.0635451505016722,0,7,Stormborn,Nymeria Sand - Strangled by Euron Greyjoy with a whip.,62
1207,Marianne Vance,0,House Tully,0,0,0.103678929765886,1,0,,,0
1208,Mariya Darry,0,House Frey,1,0,0.190635451505016,1,0,,,0
1209,Marissa Frey,0,House Frey,0,0,0.160535117056856,1,0,,,0
1210,Maron Martell,1,House Martell,1,1,0.0367892976588628,1,0,,,0
1211,Maron Volmark,1,House Greyjoy,0,1,0.0434782608695652,1,0,,,0
1212,Marq Rankenfell,1,Night's Watch,0,1,0.0501672240802675,1,0,,,0
1213,Marsella Waynwood,0,House Arryn,1,0,0.0969899665551839,1,0,,,0
1214,Matarys Targaryen,1,House Targaryen,0,1,0.100334448160535,0,2,Valar Morghulis,Doreah - Died of natural causes after being locked in a vault by Queen Daenerys I Targaryen.,20
1215,Martyn Rivers,0,House Frey,0,0,0.0301003344481605,1,0,,,0
1216,Martyn Lannister,1,House Lannister,0,0,0.137123745819397,0,3,Kissed by Fire,Martyn Lannister - Stabbed by Lord Rickard Karstark with a dagger.,25
1217,Marwyn Belmore,1,House Arryn,0,1,0.0234113712374581,1,0,,,0
1218,Mathis Frey,0,House Frey,0,0,0.0836120401337792,1,0,,,0
1219,Matthar,1,Night's Watch,0,0,0.0234113712374581,1,0,,,0
1220,Mawney,1,Night's Watch,0,0,0.0234113712374581,0,5,Mother's Mercy,Myranda - Fell to her death after being pushed off a rampart by Prince Theon Greyjoy/Reek.,50
1221,Medgar Tully,1,House Tully,0,1,0.0167224080267558,0,5,The House of Black and White,"Two of Gilly's Sisters - Died after being infected with Greyscale off-screen, mentioned.",42
1222,Medger Cerwyn,1,House Stark,0,1,0.0635451505016722,0,5,High Sparrow,"Medger Cerwyn's Wife - Flayed alive by Lord Ramsay Snow off-screen, body shown.",43
1223,Megga Tyrell,0,House Tyrell,0,0,0.153846153846153,1,0,,,0
1224,Meldred Merlyn,0,House Greyjoy,0,1,0.0234113712374581,1,0,,,0
1225,Melesa Crakehall,0,House Lannister,1,0,0.0501672240802675,1,0,,,0
1226,Melara Crane,0,House Tyrell,1,0,0.0668896321070234,1,0,,,0
1227,Melessa Florent,0,House Tyrell,1,0,0.0869565217391304,1,0,,,0
1228,Mellara Rivers,0,House Frey,0,0,0.0167224080267558,1,0,,,0
1229,Melwyn Sarsfield,1,House Lannister,1,1,0.0301003344481605,1,0,,,0
1230,Melwys Rivers,0,,0,1,0.0234113712374581,1,0,,,0
1231,Meredyth Crane,0,House Tyrell,0,0,0.0301003344481605,1,0,,,0
1232,Merianne Frey,0,House Frey,0,0,0.0836120401337792,1,0,,,0
1233,Merlon Crakehall,1,House Lannister,0,1,0.0267558528428093,1,0,,,0
1234,Mezzara,1,Foreign Noble,0,1,0.0167224080267558,1,0,,,0
1235,Mina Tyrell,0,House Tyrell,1,0,0.163879598662207,1,0,,,0
1236,Moelle,0,Soldier,0,0,0.0301003344481605,1,0,,,0
1237,Monterys Velaryon,1,House Targaryen,0,1,0.020066889632107,1,0,,,0
1238,Moredo Prestayn,1,Foreign Peasant,0,1,0.0100334448160535,1,0,,,0
1239,Monford Velaryon,1,Foreign Noble,0,1,0.0234113712374581,0,7,Dragonstone,38 Unnamed Frey Knights - Poisoned by Arya Stark.,61
1240,Moribald Chester,0,Noble,0,1,0.020066889632107,1,0,,,0
1241,Morton Waynwood,1,House Arryn,0,1,0.0367892976588628,1,0,,,0
1242,Morya Frey,0,House Frey,1,1,0.120401337792642,1,0,,,0
1243,Mullin,0,Night's Watch,0,1,0.0234113712374581,1,0,,,0
1244,Moryn Tyrell,1,House Tyrell,0,0,0.140468227424749,1,0,,,0
1245,Munda,1,Wildling,1,0,0.0267558528428093,1,0,,,0
1246,Muttering Bill,1,Night's Watch,0,0,0.020066889632107,0,4,The Mountain and the Viper,Mully - Killed by unknown Free Folk off-screen.,38
1247,Mushroom,1,House Targaryen,0,0,0.0468227424749163,1,0,,,0
1248,Murmison,1,Soldier,0,0,0.31438127090301,0,4,The Mountain and the Viper,Mully - Killed by unknown Free Folk off-screen.,38
1249,Mylenda Caron,1,House Baratheon,1,0,0.107023411371237,1,0,,,0
1250,Myles Smallwood,1,House Tyrell,0,1,0.167224080267558,1,0,,,0
1251,Myles Mooton,1,House Tully,0,1,0.0267558528428093,0,3,Mhysa,"Wex Pyke - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
1252,Myria Jordayne,1,House Martell,0,0,0.0133779264214046,1,0,,,0
1253,Myles Manwoody,1,House Martell,0,1,0.0267558528428093,1,0,,,0
1254,Mysaria,0,Foreign Noble,0,1,0.0133779264214046,1,0,,,0
1255,Myrielle Lannister,0,House Lannister,0,0,0.0702341137123745,1,0,,,0
1256,Noho Dimittis,1,Foreign Noble,0,0,0.0133779264214046,1,0,,,0
1257,Norne Goodbrother,0,House Greyjoy,0,1,0.020066889632107,1,0,,,0
1258,Norbert Vance,1,House Tully,0,1,0.0367892976588628,1,0,,,0
1259,Nymella Toland,0,House Martell,0,1,0.0434782608695652,1,0,,,0
1260,Nysterica,0,,0,0,0.0267558528428093,1,0,,,0
1261,Ollidor,1,Soldier,0,0,0.0167224080267558,1,0,,,0
1262,Ollo Lophand,1,Night's Watch,0,0,0.0367892976588628,0,8,The Iron Throne,Loboda (Free Folk) - 1 (Deceased),72
1263,Olyvar Frey,1,House Frey,0,0,0.0836120401337792,1,0,,,0
1264,Omer Blackberry,0,Peasant,0,0,0.0234113712374581,1,0,,,0
1265,Olymer Tyrell,1,House Tyrell,1,1,0.130434782608695,1,0,,,0
1266,Ondrew Locke,1,House Stark,0,1,0.0367892976588628,1,0,,,0
1267,Orbert Caswell,1,House Tyrell,0,1,0.0568561872909698,0,8,The Iron Throne,Jory Cassel - 2 (Deceased),72
1268,Ordello,0,Foreign Noble,0,1,0.0133779264214046,0,8,The Bells,Unella - Died when Drogon destroyed the Red Keep on the orders of Queen Daenerys I Targaryen.,71
1269,Omer Florent,0,,0,1,0.0702341137123745,1,0,,,0
1270,Orland of Oldtown,1,House Baratheon,0,0,0.0066889632107023,1,0,,,0
1271,Ormond Yronwood,0,House Martell,0,1,0.0,1,0,,,0
1272,Orphan Oss,0,Night's Watch,0,0,0.0234113712374581,0,8,The Iron Throne,Osha (Free Folk) - 3 (Deceased),72
1273,Osbert Serry,0,House Tyrell,0,1,0.0267558528428093,1,0,,,0
1274,Osmund Frey,0,House Frey,0,0,0.0501672240802675,1,0,,,0
1275,Oswell Kettleblack,1,Outlaw,0,0,0.0568561872909698,1,0,,,0
1276,Ossifer Plumm,1,House Targaryen,1,1,0.0869565217391304,0,4,The Mountain and the Viper,Jack Bulwer - Killed by unknown Free Folk off-screen.,38
1277,Otho Bracken,1,House Tully,0,1,0.0267558528428093,1,0,,,0
1278,Ottyn Wythers,0,Noble,0,1,0.0434782608695652,0,8,The Iron Throne,Othell Yarwyck - 1 (Deceased),72
1279,Owen Norrey,0,Outlaw,0,0,0.0301003344481605,0,2,What Is Dead May Never Die,Yoren - Stabbed in the back of the neck by Ser Amory Lorch with a sword.,13
1280,Pate of the Blue Fork,1,House Frey,1,1,0.170568561872909,0,2,A Man Without Honor,The Copper King - Throat slit by a duplicate of Pyat Pree.,17
1281,Patrek Mallister,1,House Tully,0,0,0.0769230769230769,1,0,,,0
1282,Patrek Vance,0,House Tully,0,0,0.103678929765886,1,0,,,0
1283,Perriane Frey,0,House Frey,1,0,0.0735785953177257,1,0,,,0
1284,Perra Frey,0,House Frey,0,0,0.100334448160535,1,0,,,0
1285,Perwyn Frey,1,House Frey,0,1,0.0836120401337792,1,0,,,0
1286,Philip Foote,1,Noble,0,1,0.0501672240802675,1,0,,,0
1287,Philip Plumm,1,House Targaryen,0,1,0.0301003344481605,1,0,,,0
1288,Pono,0,Dothraki,0,1,0.060200668896321,1,0,,,0
1289,Qarro Volentin,0,Foreign Peasant,0,1,0.0133779264214046,1,0,,,0
1290,Qarlton Chelsted,1,Noble,0,1,0.357859531772575,0,6,Battle of the Bastards,Lord Harald Karstark - Killed by an unknown Bolton soldier.,59
1291,Lord Commander Qorgyle,1,House Martell,0,1,0.0668896321070234,0,8,The Iron Throne,Lord Commander Jeor Mormont - 1 (Deceased),72
1292,Quent,1,House Stark,0,0,0.0234113712374581,1,0,,,0
1293,Quenten Banefort,1,House Lannister,0,1,0.0234113712374581,1,0,,,0
1294,Quenton Hightower,1,House Tyrell,0,1,0.0066889632107023,1,0,,,0
1295,Quentyn Ball,1,House Targaryen,0,1,0.0668896321070234,0,6,Battle of the Bastards,19 Unnamed Bolton Soldiers - Shot by unknown Northern soldiers with arrows using bows.,59
1296,Quentyn Qorgyle,0,House Martell,0,1,0.0234113712374581,1,0,,,0
1297,Quincy Cox,1,Noble,0,1,0.0334448160535117,1,0,,,0
1298,Ragwyle,0,Wildling,0,0,0.0100334448160535,1,0,,,0
1299,Ralf Kenning,1,House Greyjoy,0,1,0.0468227424749163,0,2,Garden of Bones,Rennick - Mauled by Grey Wind.,14
1300,Raymun Redbeard,1,Wildling,0,1,0.0,0,1,Baelor,The Red (Horse) - Throat slit by Mirri Maz Duur with a knife.,9
1301,Raynard,1,Soldier,0,0,0.020066889632107,1,0,,,0
1302,Raynald Westerling,1,House Lannister,0,1,0.0702341137123745,0,3,The Rains of Castamere,Ser Wendel Manderly - Shot in the back of the head by an unknown Frey solider with a bolt using a crossbow.,29
1303,Red Alyn of the Rosewood,1,Night's Watch,0,0,0.0133779264214046,0,4,The Lion and the Rose,Lord Axell Florent - Burned alive by unknown Baratheon soldiers on the orders of Melisandre/The Red Woman.,32
1304,Raynard Ruttiger,0,Noble,0,1,0.020066889632107,1,0,,,0
1305,Raymund Frey,1,House Frey,1,1,0.177257525083612,1,0,,,0
1306,Regenard Estren,0,Noble,0,1,0.020066889632107,1,0,,,0
1307,Renly Norcross,1,Noble,0,0,0.0836120401337792,1,0,,,0
1308,Renfred Rykker,1,Noble,0,1,0.0234113712374581,1,0,,,0
1309,Rhea Royce,0,House Arryn,1,1,0.0936454849498327,0,5,Mother's Mercy,Myranda - Fell to her death after being pushed off a rampart by Prince Theon Greyjoy/Reek.,50
1310,Rennifer Longwaters,1,House Targaryen,0,1,0.0167224080267558,1,0,,,0
1311,Rhea Florent,0,House Tyrell,1,0,0.107023411371237,1,0,,,0
1312,Rhogoro,1,Dothraki,0,1,0.0100334448160535,1,0,,,0
1313,Rickard Ryswell,1,House Stark,0,0,0.040133779264214,1,0,,,0
1314,Rickard Thorne,1,House Baratheon,0,1,0.0267558528428093,0,8,The Iron Throne,Ser Alliser Thorne - 3 (Deceased),72
1315,Rickard Wylde,0,House Baratheon,0,0,0.160535117056856,1,0,,,0
1316,Robert Frey,0,House Frey,0,0,0.060200668896321,1,0,,,0
1317,Robert Flowers,1,Soldier,0,1,0.060200668896321,1,0,,,0
1318,Robert Brax,0,House Lannister,0,1,0.0468227424749163,0,8,The Iron Throne,King/Lord Robert I Baratheon - 5 (Deceased),72
1319,Robin Hill,1,Night's Watch,0,1,0.0568561872909698,1,0,,,0
1320,Robin Flint,0,House Stark,0,1,0.0501672240802675,0,8,The Iron Throne,Ygritte (Free Folk) - 19 (Deceased),72
1321,Robin Moreland,1,Noble,0,1,0.0133779264214046,1,0,,,0
1322,Robin Ryger,1,House Frey,0,1,0.0735785953177257,1,0,,,0
1323,Rodrik Flint,1,House Stark,0,1,0.0635451505016722,1,0,,,0
1324,Rodrik Stark,1,House Stark,0,1,0.040133779264214,1,0,,,0
1325,Rodrik Ryswell,1,House Stark,0,1,0.040133779264214,1,0,,,0
1326,Roger Hogg,1,Noble,0,1,0.0267558528428093,1,0,,,0
1327,Rodwell Stark,1,House Stark,1,1,0.130434782608695,1,0,,,0
1328,Rolland Longthorpe,0,House Arryn,0,1,0.0167224080267558,1,0,,,0
1329,Rolland Uffering,1,Noble,1,1,0.0234113712374581,1,0,,,0
1330,Ronel Rivers,0,House Frey,0,0,0.0234113712374581,1,0,,,0
1331,Ronald Connington,1,Noble,0,1,0.0334448160535117,1,0,,,0
1332,Ronald Vance,1,House Tully,0,1,0.0267558528428093,1,0,,,0
1333,Roro Uhoris,1,Foreign Noble,0,1,0.020066889632107,1,0,,,0
1334,Royce Coldwater,0,House Arryn,0,1,0.0066889632107023,1,0,,,0
1335,Rufus Leek,0,Noble,0,1,0.0267558528428093,1,0,,,0
1336,Rugen,1,,0,1,0.0234113712374581,1,0,,,0
1337,Runcel Hightower,1,House Tyrell,0,1,0.0535117056856187,1,0,,,0
1338,Rupert Brax,1,House Lannister,0,1,0.040133779264214,0,4,The Mountain and the Viper,Ralf Kenning - Stabbed in the head by Adrack Humble with an axe.,38
1339,Rycherd Crane,0,House Tyrell,1,1,0.0702341137123745,1,0,,,0
1340,Ryam Redwyne,1,House Tyrell,0,1,0.364548494983277,0,6,The Red Woman,Maester Caleotte - Stabbed in the back of the beck by Tyene Sand with a thrown dagger.,51
1341,Ryam Florent,1,House Tyrell,0,1,0.0635451505016722,1,0,,,0
1342,Ryger Rivers,1,House Frey,0,0,0.0234113712374581,1,0,,,0
1343,Ryella Frey,0,House Frey,0,0,0.137123745819397,1,0,,,0
1344,Ryella Royce,0,House Arryn,1,0,0.140468227424749,1,0,,,0
1345,Rylene Florent,0,House Tyrell,1,0,0.0702341137123745,1,0,,,0
1346,Ryon Allyrion,1,House Martell,1,1,0.0535117056856187,1,0,,,0
1347,Saera Targaryen,1,House Targaryen,0,1,0.0702341137123745,0,1,Baelor,"Princess Rhaenys Targaryen - Killed by Ser Gregor Clegane/The Mountain on the orders of Lord Tywin Lannister off-screen, mentioned.",9
1348,Sallei Paege,0,House Frey,1,0,0.0802675585284281,1,0,,,0
1349,Sandor Frey,0,House Frey,0,0,0.147157190635451,1,0,,,0
1350,Sarya Whent,0,House Tully,1,1,0.0301003344481605,1,0,,,0
1351,Sarra Frey,0,House Frey,0,0,0.137123745819397,1,0,,,0
1352,Sawane Botley,1,House Greyjoy,0,1,0.0903010033444816,0,2,The Ghost of Harrenhal,Ser Robar Royce - Stabbed in the back by Brienne of Tarth with a sword.,15
1353,Scolera,0,Soldier,0,0,0.0167224080267558,1,0,,,0
1354,Sebaston Farman,1,House Lannister,0,1,0.020066889632107,1,0,,,0
1355,Selwyn Tarth,1,House Baratheon,0,0,0.0635451505016722,1,0,,,0
1356,Selmond Stackspear,0,House Lannister,0,1,0.020066889632107,1,0,,,0
1357,Serala,0,Foreign Noble,1,1,0.0434782608695652,1,0,,,0
1358,Serwyn of the Mirror Shield,1,Soldier,0,1,0.0,1,0,,,0
1359,Serra Frey,0,House Frey,0,0,0.137123745819397,1,0,,,0
1360,Shella Whent,0,House Tully,1,1,0.0802675585284281,0,8,The Bells,Unella - Died when Drogon destroyed the Red Keep on the orders of Queen Daenerys I Targaryen.,71
1361,Shierle Swyft,0,House Lannister,1,0,0.0267558528428093,1,0,,,0
1362,Shiera Crakehall,0,House Lannister,1,0,0.0668896321070234,1,0,,,0
1363,Shirei Frey,0,House Frey,0,0,0.0434782608695652,1,0,,,0
1364,Simon Staunton,1,Noble,1,1,0.0167224080267558,1,0,,,0
1365,Sigfryd Harlaw,1,House Greyjoy,0,1,0.0635451505016722,1,0,,,0
1366,Lord Staunton,1,Noble,0,1,0.0167224080267558,0,1,Lord Snow,"Simon Toyne - Killed by Barristan Selmy with a counter riposte off-screen, mentioned.",3
1367,Stannis Seaworth,1,House Baratheon,0,0,0.0568561872909698,1,0,,,0
1368,Steffon Seaworth,1,House Baratheon,0,0,0.0635451505016722,1,0,,,0
1369,Steffon Frey,0,House Frey,0,0,0.100334448160535,1,0,,,0
1370,Steffon Swyft,1,House Lannister,0,1,0.0301003344481605,1,0,,,0
1371,Steffon Darklyn,0,House Targaryen,0,1,0.0936454849498327,0,1,A Golden Crown,Stiv - Shot in the back by Theon Greyjoy with an arrow using a bow.,6
1372,Steffon Stackspear,0,House Lannister,0,1,0.020066889632107,1,0,,,0
1373,Sumner Crakehall,1,House Lannister,0,1,0.0267558528428093,1,0,,,0
1374,Sylas Flatnose,1,House Greyjoy,0,1,0.0100334448160535,1,0,,,0
1375,Sybell Spicer,0,Noble,1,1,0.0869565217391304,1,0,,,0
1376,Symon Santagar,1,House Martell,0,1,0.0167224080267558,1,0,,,0
1377,Sybelle Glover,0,House Stark,1,1,0.0702341137123745,1,0,,,0
1378,Sylwa Paege,0,House Frey,1,0,0.0802675585284281,1,0,,,0
1379,Symon Hollard,1,House Baratheon,0,1,0.0434782608695652,1,0,,,0
1380,Symond Templeton,0,House Arryn,0,1,0.0301003344481605,1,0,,,0
1381,Symond Frey,1,House Frey,1,0,0.20066889632107,0,6,The Winds of Winter,"Lothar Frey - Killed and carved into a pie by Arya Stark off-screen, body shown.",60
1382,Tallad,1,House Baratheon,0,1,0.0468227424749163,1,0,,,0
1383,Tanton Fossoway,0,House Tyrell,0,1,0.0234113712374581,1,0,,,0
1384,Ternesio Terys,1,Foreign Peasant,0,1,0.0234113712374581,1,0,,,0
1385,Terrence Kenning,0,House Lannister,0,1,0.0167224080267558,1,0,,,0
1386,Theodan Wells,0,House Stark,0,1,0.0167224080267558,1,0,,,0
1387,Terrence Toyne,1,Noble,0,1,0.040133779264214,0,8,The Iron Throne,Tyene Sand - 6 (Deceased),72
1388,Theodore Tyrell,1,House Tyrell,1,1,0.137123745819397,1,0,,,0
1389,Theomar Smallwood,1,House Tyrell,1,1,0.0434782608695652,1,0,,,0
1390,Theomore Harlaw,1,House Greyjoy,0,1,0.0535117056856187,1,0,,,0
1391,Tim Tangletongue,0,Night's Watch,0,0,0.0133779264214046,1,0,,,0
1392,Three-Tooth,0,House Greyjoy,0,1,0.0100334448160535,1,0,,,0
1393,Titus Peake,1,House Tyrell,1,1,0.020066889632107,1,0,,,0
1394,Tion Frey,1,House Frey,0,0,0.120401337792642,0,8,The Iron Throne,Lothar Frey - 2 (Deceased),72
1395,Todder,1,Night's Watch,0,0,0.0367892976588628,1,0,,,0
1396,Tomard,1,House Stark,0,0,0.0635451505016722,0,2,Valar Morghulis,Tom - Stabbed in the stomach by Lady Brienne of Tarth with a sword.,20
1397,Tommen Costayne,0,House Tyrell,0,1,0.0066889632107023,1,0,,,0
1398,Torbert,1,Soldier,0,0,0.0167224080267558,1,0,,,0
1399,Torren Liddle,0,Outlaw,0,1,0.020066889632107,1,0,,,0
1400,Torwynd,1,Wildling,0,0,0.0267558528428093,0,3,"Dark Wings, Dark Words","Lord Hoster Tully - Died of an unspecified illness off-screen, body shown in ""Walk of Punishment"".",22
1401,Trebor Jordayne,0,House Martell,0,1,0.0167224080267558,1,0,,,0
1402,Tremond Gargalen,0,House Martell,0,1,0.0234113712374581,1,0,,,0
1403,Tristan Mudd,1,Noble,0,1,0.0535117056856187,1,0,,,0
1404,Triston of Tally Hill,0,House Baratheon,0,1,0.0301003344481605,1,0,,,0
1405,Triston Farwynd,0,House Greyjoy,0,1,0.0133779264214046,1,0,,,0
1406,Triston Sunderland,1,House Stark,0,1,0.0301003344481605,1,0,,,0
1407,Tybolt Hetherspoon,1,Noble,0,1,0.0100334448160535,1,0,,,0
1408,Tybolt Crakehall,1,House Lannister,0,1,0.0234113712374581,1,0,,,0
1409,Tybolt Lannister,1,House Lannister,1,1,0.0769230769230769,0,1,Lord Snow,"Unnamed Tyroshi Soldier - Stabbed through the heart by Barristan Selmy with a lance off-screen, mentioned.",3
1410,Tyana Wylde,0,House Baratheon,1,0,0.0501672240802675,1,0,,,0
1411,Tyta Frey,0,House Frey,0,0,0.0869565217391304,1,0,,,0
1412,Tyrek Lannister,1,House Lannister,1,0,0.133779264214046,0,8,The Iron Throne,Lord Tywin Lannister - 3 (Deceased),72
1413,Tysane Frey,0,House Frey,0,0,0.0836120401337792,1,0,,,0
1414,Tytos Brax,1,House Lannister,0,1,0.0434782608695652,1,0,,,0
1415,Tytos Frey,1,House Frey,1,1,0.0635451505016722,0,6,The Winds of Winter,"Lothar Frey - Killed and carved into a pie by Arya Stark off-screen, body shown.",60
1416,Tywin Frey,1,House Frey,0,1,0.0802675585284281,1,0,,,0
1417,Ulrick Dayne,1,House Martell,0,1,0.0066889632107023,1,0,,,0
1418,Ulwyck Uller,1,House Martell,0,1,0.020066889632107,1,0,,,0
1419,Unella,0,Soldier,0,0,0.020066889632107,1,0,,,0
1420,Utherydes Wayn,0,Noble,0,1,0.0334448160535117,1,0,,,0
1421,Uthor Tollett,0,House Arryn,0,1,0.0100334448160535,1,0,,,0
1422,Vaemond Velaryon,1,Foreign Noble,0,1,0.0301003344481605,0,8,The Bells,Lord Varys - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.,71
1423,Valaena Velaryon,0,Foreign Noble,1,1,0.0802675585284281,1,0,,,0
1424,Vayon Poole,1,Noble,0,1,0.0535117056856187,0,5,The Dance of Dragons,"Ser Byron Swann - Burned alive by Vhagar with his fire breath off-screen, mentioned.",49
1425,Vickon Greyjoy,0,House Greyjoy,0,1,0.0367892976588628,0,2,The Night Lands,"Rodrik Greyjoy - Died in an unspecified manner off-screen, mentioned.",12
1426,Viserys Plumm,0,House Targaryen,0,1,0.0936454849498327,0,2,Valar Morghulis,"Pyat Pree - Burned alive by Drogon, Rhaegal, and Viserion with their fire breath on the orders of Queen Daenerys I Targaryen.",20
1427,Vylarr,1,House Lannister,0,1,0.040133779264214,1,0,,,0
1428,Vortimer Crane,0,House Tyrell,0,1,0.0267558528428093,1,0,,,0
1429,Walda Rivers,0,House Frey,0,0,0.0334448160535117,1,0,,,0
1430,Walder Haigh,0,House Frey,0,0,0.0769230769230769,1,0,,,0
1431,Walder Brax,0,House Lannister,0,0,0.11705685618729,1,0,,,0
1432,Walder Goodbrook,1,House Frey,0,0,0.0668896321070234,1,0,,,0
1433,Waldon Wynch,1,House Greyjoy,0,1,0.0234113712374581,1,0,,,0
1434,Wallace Waynwood,1,House Arryn,0,1,0.0267558528428093,1,0,,,0
1435,Walgrave,1,Noble,0,1,0.0434782608695652,1,0,,,0
1436,Walder Vance,1,House Tully,0,0,0.110367892976588,1,0,,,0
1437,Walton Stark,1,House Stark,0,1,0.0100334448160535,1,0,,,0
1438,Walton Frey,1,House Frey,1,0,0.107023411371237,1,0,,,0
1439,Warryn Beesbury,0,House Tyrell,0,1,0.0066889632107023,1,0,,,0
1440,Waltyr Frey,1,House Frey,0,0,0.0501672240802675,1,0,,,0
1441,Wendel Frey,1,House Frey,0,0,0.0501672240802675,1,0,,,0
1442,Whalen Frey,1,House Frey,1,1,0.100334448160535,1,0,,,0
1443,Willamen Frey,1,House Frey,0,1,0.0635451505016722,1,0,,,0
1444,Willam Wells,1,House Martell,0,1,0.040133779264214,0,2,What Is Dead May Never Die,"Willem - Hit in the head by Yoren with an axe off-screen, mentioned.",13
1445,Willem Darry,1,House Frey,0,1,0.120401337792642,0,2,What Is Dead May Never Die,"Willem - Hit in the head by Yoren with an axe off-screen, mentioned.",13
1446,Willam Wythers,1,Noble,0,1,0.0100334448160535,1,0,,,0
1447,Willem Lannister,1,House Lannister,0,0,0.167224080267558,0,8,The Iron Throne,Willem (Commoner) - 1 (Deceased),72
1448,Willem Frey,1,House Frey,0,0,0.0802675585284281,1,0,,,0
1449,Willam Stark,1,House Stark,1,1,0.11705685618729,0,1,Winter Is Coming,Will - Decapitated by Lord Eddard Stark with Ice for dissertation.,1
1450,William Mooton,1,House Tully,0,1,0.0434782608695652,1,0,,,0
1451,Wynton Stout,1,House Stark,0,1,0.0334448160535117,1,0,,,0
1452,Wynafrei Whent,0,House Tully,1,0,0.133779264214046,1,0,,,0
1453,Ysilla Royce,1,House Arryn,1,0,0.0434782608695652,1,0,,,0
1454,Zachery Frey,1,House Frey,0,0,0.0468227424749163,1,0,,,0
1455,Zhoe Blanetree,0,House Tully,1,0,0.0501672240802675,1,0,,,0
1456,Zia Frey,0,House Frey,0,0,0.0468227424749163,1,0,,,0
1457,Addam Marbrand,1,House Lannister,0,1,0.130434782608695,1,0,,,0
1458,Aegor Rivers,1,House Tully,1,1,0.210702341137123,0,7,Dragonstone,Ryger Rivers - Poisoned by Arya Stark.,61
1459,Aenys Frey,1,House Frey,1,1,0.147157190635451,0,7,Dragonstone,38 Unnamed Frey Knights - Poisoned by Arya Stark.,61
1460,Aerion Targaryen,1,House Targaryen,1,1,0.207357859531772,0,3,And Now His Watch Is Ended,"Aerion ""Brightflame"" Targaryen - Burned alive when he drank wildfire off-screen, mentioned.",24
1461,Aemond Targaryen,1,House Targaryen,0,1,0.311036789297658,0,7,Eastwatch,Lord Randyll Tarly - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.,65
1462,Amerei Frey,0,House Frey,1,1,0.237458193979933,1,0,,,0
1463,Androw Ashford,1,House Tyrell,0,1,0.0167224080267558,1,0,,,0
1464,Anders Yronwood,1,House Martell,0,1,0.060200668896321,1,0,,,0
1465,Arnolf Karstark,1,House Stark,0,1,0.137123745819397,1,0,,,0
1466,Arya Stark,0,House Stark,0,1,1.0,1,0,,,0
1467,Axell Florent,1,House Tyrell,0,1,0.307692307692307,0,8,The Bells,Unnamed Lannister Soldier - Stabbed in the stomach by Grey Worm with a spear.,71
