Season,Episode,Deaths
Season 8,The Bells,Two Unnamed Lannister Soldiers - Slashed by Jon Snow using Longclaw.
Season 8,The Bells,12 Unnamed King's Landing Civilians - Stabbed to death by unknown Northern soldiers.
Season 8,The Bells,Unnamed King's Landing Civilian - Throat slit by an unknown Northern soldier with a knife.
Season 8,The Bells,At Least 46 Unnamed King's Landing Civilians - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,Unnamed Lannister Soldier - Slashed by Jon Snow using Longclaw.
Season 8,The Bells,Unnamed Northern Soldier - Stabbed in the stomach by Jon Snow using Longclaw.
Season 8,The Bells,21 Unnamed King's Landing Civilians - Crushed by rubble caused by Drogon on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,King Euron Greyjoy - Died of his injuries after being stabbed in the stomach by Ser Jaime Lannister.
Season 8,The Bells,Two Unnamed Members of The Kingsguard - Crushed by rubble caused by Drogon on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,Ser Boros Blount - Either crushed by rubble caused by Drogon on the orders of Queen Daenerys I Targaryen or slashed by Sandor Clegane/The Hound with a sword.
Season 8,The Bells,Ser Preston Greenfield - Either crushed by rubble caused by Drogon on the orders of Queen Daenerys I Targaryen or slashed by Sandor Clegane/The Hound with a sword.
Season 8,The Bells,Ser Arys Oakheart - Either crushed by rubble caused by Drogon on the orders of Queen Daenerys I Targaryen or slashed by Sandor Clegane/The Hound with a sword.
Season 8,The Bells,Ser Balon Swann - Either crushed by rubble caused by Drogon on the orders of Queen Daenerys I Targaryen or slashed by Sandor Clegane/The Hound with a sword.
Season 8,The Bells,Ser Osmund Kettleblack - Either crushed by rubble caused by Drogon on the orders of Queen Daenerys I Targaryen or slashed by Sandor Clegane/The Hound with a sword.
Season 8,The Bells,Qyburn - Head smashed against a wall by Ser Gregor Clegane/The Mountain.
Season 8,The Bells,"Alanna - Died during the Battle of King's Landing off-screen, body shown."
Season 8,The Bells,Sandor Clegane/The Hound - Committed suicide by jumping from the Red Keep into a chasm of fire.
Season 8,The Bells,Ser Gregor Clegane/The Mountain - Thrown from the Red Keep into a chasm of fire by Sandor Clegane/The Hound.
Season 8,The Bells,Unnamed Northern Soldier - Crushed by burning rubble caused by Drogon on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,Five Unnamed King's Landing Civilians - Crushed by rubble caused by Drogon on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,Four Unnamed King's Landing Civilians - Slashed by unknown Dothraki with arakhs.
Season 8,The Bells,At Least 18 Unnamed King's Landing Civilians - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,Nora - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,Ellaria Sand - Died when Drogon destroyed the Red Keep on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,Unella - Died when Drogon destroyed the Red Keep on the orders of Queen Daenerys I Targaryen.
Season 8,The Bells,"749,715 Unnamed King's Landing Civilians - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen."
Season 8,The Bells,Queen Cersei I Lannister - Crushed by rubble caused when Drogon destroyed the Red Keep on the orders of Queen Daenerys I Targaryen.
Season 8,The Iron Throne,Unnamed Lannister Soldier - Throat slit by Grey Worm with a knife.
Season 8,The Iron Throne,Four Unnamed Lannister Soldiers - Killed by Grey Worm off-screen.
Season 8,The Iron Throne,"Season 1 - 2,239"
Season 8,The Iron Throne,"Season 2 - 10,429"
Season 8,The Iron Throne,"Season 3 - 32,808"
Season 8,The Iron Throne,"Season 4 - 1,717"
Season 8,The Iron Throne,"Season 5 - 4,401"
Season 8,The Iron Throne,"Season 6 - 7,576"
Season 8,The Iron Throne,"Season 7 - 100,084"
Season 8,The Iron Throne,"Season 8 - 1,123,105"
Season 8,The Iron Throne,"Queen Daenerys I ""Dany"" Targaryen - 753,045 (Deceased)"
Season 8,The Iron Throne,"Drogon (Dragon) - 752,856 (Alive)"
Season 8,The Iron Throne,"Princess Arya Stark - 213,366 (Alive)"
Season 8,The Iron Throne,"Ser Bronn - 5,016 (Alive)"
Season 8,The Iron Throne,Rhaegal (Dragon) - 320 (Deceased)
Season 8,The Iron Throne,Lord Commander Aegon Targaryen/Jon Snow - 219 (Alive)
Season 8,The Iron Throne,Queen Cersei I Lannister - 189 (Deceased)
Season 8,The Iron Throne,Leaf (Child of the Forest) - 60 (Deceased)
Season 8,The Iron Throne,Sandor Clegane/The Hound - 57 (Deceased)
Season 8,The Iron Throne,Tormund Giantsbane - 52 (Alive)
Season 8,The Iron Throne,Grey Worm - 49 (Alive)
Season 8,The Iron Throne,Viserion (Dragon) - 49 (Deceased)
Season 8,The Iron Throne,Ser Jorah Mormont - 47 (Deceased)
Season 8,The Iron Throne,Melisandre/The Red Woman - 43 (Deceased)
Season 8,The Iron Throne,Lord Ramsay Bolton/Snow - 37 (Deceased)
Season 8,The Iron Throne,Ser Jaime Lannister/Kingslayer - 36 (Deceased)
Season 8,The Iron Throne,Wun Weg Wun Dar Wun - 32 (Deceased)
Season 8,The Iron Throne,Prince Theon Greyjoy/Reek - 29 (Deceased)
Season 8,The Iron Throne,Lem Lemoncloak - 28 (Deceased)
Season 8,The Iron Throne,Morgan (House Lannister) - 28 (Deceased)
Season 8,The Iron Throne,Gatins (Brotherhood Without Banners) - 28 (Deceased)
Season 8,The Iron Throne,Grey Wind - 27 (Deceased)
Season 8,The Iron Throne,Ser Brienne of Tarth - 26 (Alive)
Season 8,The Iron Throne,Daario Naharis - 25 (Alive)
Season 8,The Iron Throne,Lord Beric Dondarrion - 22 (Deceased)
Season 8,The Iron Throne,Ygritte (Free Folk) - 19 (Deceased)
Season 8,The Iron Throne,Benjen Stark - 17 (Deceased)
Season 8,The Iron Throne,Ser Gregor Clegane/The Mountain - 17 (Deceased)
Season 8,The Iron Throne,Princess Yara Greyjoy - 11 (Alive)
Season 8,The Iron Throne,King/Prince Joffrey I Baratheon - 11 (Deceased)
Season 8,The Iron Throne,King Stannis Baratheon - 11 (Deceased)
Season 8,The Iron Throne,Ser Barristan Selmy/Barristan the Bold - 11 (Deceased)
Season 8,The Iron Throne,Pyat Pree - 11 (Deceased)
Season 8,The Iron Throne,Meera Reed - 10 (Alive)
Season 8,The Iron Throne,King Euron Greyjoy - 10 (Deceased)
Season 8,The Iron Throne,"Lord Eddard ""Ned"" Stark - 8 (Deceased)"
Season 8,The Iron Throne,King/Lord Robb Stark - 8 (Deceased)
Season 8,The Iron Throne,Night King - 8 (Deceased)
Season 8,The Iron Throne,Lord Gendry Baratheon - 7 (Alive)
Season 8,The Iron Throne,King/Lord Brandon I Stark - 6 (Alive)
Season 8,The Iron Throne,"""Jaqen H'ghar"" - 6 (Alive)"
Season 8,The Iron Throne,Mag Mar Tun Doh Weg - 6 (Deceased)
Season 8,The Iron Throne,Tyene Sand - 6 (Deceased)
Season 8,The Iron Throne,Summer (Direwolf) - 6 (Deceased)
Season 8,The Iron Throne,King Xaro Xhoan Daxos - 6 (Deceased)
Season 8,The Iron Throne,Styr (Wildling) - 6 (Deceased)
Season 8,The Iron Throne,Karsi (Wildling) - 6 (Deceased)
Season 8,The Iron Throne,Lord Tyrion Lannister/The Imp - 5 (Alive)
Season 8,The Iron Throne,Dagmer (Ironborn) - 5 (Deceased)
Season 8,The Iron Throne,King/Lord Robert I Baratheon - 5 (Deceased)
Season 8,The Iron Throne,Yoren (Night's Watch) - 5 (Deceased)
Season 8,The Iron Throne,Samwell Tarly - 4 (Alive)
Season 8,The Iron Throne,Ser Podrick Payne - 4 (Alive)
Season 8,The Iron Throne,Ser Ilyn Payne - 4 (Alive)
Season 8,The Iron Throne,The Tickler - 4 (Deceased)
Season 8,The Iron Throne,Lord Petyr Baelish/Littlefinger - 3 (Deceased)
Season 8,The Iron Throne,Osha (Free Folk) - 3 (Deceased)
Season 8,The Iron Throne,King Aerys II Targaryen/Mad King - 3 (Deceased)
Season 8,The Iron Throne,Wylis/Hodor - 3 (Deceased)
Season 8,The Iron Throne,Ser Alliser Thorne - 3 (Deceased)
Season 8,The Iron Throne,Ser Arthur Dayne - 3 (Deceased)
Season 8,The Iron Throne,Lord Tywin Lannister - 3 (Deceased)
Season 8,The Iron Throne,Ser Rodrik Cassel - 3 (Deceased)
Season 8,The Iron Throne,Queen/Princess Sansa Stark - 2 (Alive)
Season 8,The Iron Throne,Qyburn (Order of Maesters) - 2 (Deceased)
Season 8,The Iron Throne,Ellaria Sand - 2 (Deceased)
Season 8,The Iron Throne,Lothar Frey - 2 (Deceased)
Season 8,The Iron Throne,Dickon Tarly - 2 (Deceased)
Season 8,The Iron Throne,Obara Sand - 2 (Deceased)
Season 8,The Iron Throne,Khal Drogo - 2 (Deceased)
Season 8,The Iron Throne,Olly (Night's Watch) - 2 (Deceased)
Season 8,The Iron Throne,Qhorin (Night's Watch) - 2 (Deceased)
Season 8,The Iron Throne,Grenn (Night's Watch) - 2 (Deceased)
Season 8,The Iron Throne,Karl Tanner - 2 (Deceased)
Season 8,The Iron Throne,Jory Cassel - 2 (Deceased)
Season 8,The Iron Throne,Lord Commander Eddison Tollett - 2 (Deceased)
Season 8,The Iron Throne,Lord Roose Bolton - 2 (Deceased)
Season 8,The Iron Throne,Locke (House Bolton) - 2 (Deceased)
Season 8,The Iron Throne,Dongo (Giant) - 2 (Deceased)
Season 8,The Iron Throne,Lord Smalljon Umber - 2 (Deceased)
Season 8,The Iron Throne,Mirri Maz Duur - 2 (Deceased)
Season 8,The Iron Throne,Lord Rickard Karstark - 2 (Deceased)
Season 8,The Iron Throne,Lord Janos Slynt - 1 (Alive)
Season 8,The Iron Throne,Rat Cook - 1 (Alive)
Season 8,The Iron Throne,"""Hot Pie"" - 1 (Alive)"
Season 8,The Iron Throne,Red Flea - 1 (Alive)
Season 8,The Iron Throne,Black Rat - 1 (Alive)
Season 8,The Iron Throne,Lord Howland Reed - 1 (Alive)
Season 8,The Iron Throne,Ghost (Direwolf) - 1 (Alive)
Season 8,The Iron Throne,Doreah (Handmaider) - 1 (Deceased)
Season 8,The Iron Throne,Lady Olenna Tyrell - 1 (Deceased)
Season 8,The Iron Throne,Lord Commander Jeor Mormont - 1 (Deceased)
Season 8,The Iron Throne,Shaggydog (Direwolf) - 1 (Deceased)
Season 8,The Iron Throne,Othell Yarwyck - 1 (Deceased)
Season 8,The Iron Throne,Walder Rivers - 1 (Deceased)
Season 8,The Iron Throne,Bowen Marsh - 1 (Deceased)
Season 8,The Iron Throne,Lady Lysa Arryn - 1 (Deceased)
Season 8,The Iron Throne,Polliver (House Lannister) - 1 (Deceased)
Season 8,The Iron Throne,White Rat - 1 (Deceased)
Season 8,The Iron Throne,Ser Meryn Trant - 1 (Deceased)
Season 8,The Iron Throne,Lady Catelyn Stark - 1 (Deceased)
Season 8,The Iron Throne,Nymeria Sand - 1 (Deceased)
Season 8,The Iron Throne,Vhagar (Dragon) - 1 (Deceased)
Season 8,The Iron Throne,Lady Lyanna Mormont - 1 (Deceased)
Season 8,The Iron Throne,Pypar/Pyp - 1 (Deceased)
Season 8,The Iron Throne,Rast (Night's Watch) - 1 (Deceased)
Season 8,The Iron Throne,Loboda (Free Folk) - 1 (Deceased)
Season 8,The Iron Throne,Adrack Humble - 1 (Deceased)
Season 8,The Iron Throne,Brother Ray - 1 (Deceased)
Season 8,The Iron Throne,Mossador (Slave) - 1 (Deceased)
Season 8,The Iron Throne,Cooper (Night's Watch) - 1 (Deceased)
Season 8,The Iron Throne,King Aegon II Targaryen - 1 (Deceased)
Season 8,The Iron Throne,Ser Gerold Hightower - 1 (Deceased)
Season 8,The Iron Throne,Gordy (House Bolton) - 1 (Deceased)
Season 8,The Iron Throne,Simpson (House Bolton) - 1 (Deceased)
Season 8,The Iron Throne,Donnel Hill - 1 (Deceased)
Season 8,The Iron Throne,Ser Amory Lorch - 1 (Deceased)
Season 8,The Iron Throne,Willem (Commoner) - 1 (Deceased)
Season 8,The Iron Throne,Categories: 
Season 8,The Iron Throne,"
TV Shows

"
Season 8,The Iron Throne,"
Dragons

"
Season 8,The Iron Throne,"
2010s

"
Season 8,The Iron Throne,"
United States

"
Season 8,The Iron Throne,"
Action

"
Season 8,The Iron Throne,"
Drama

"
Season 8,The Iron Throne,"
World of Westeros

"
Season 8,The Iron Throne,"
Fantasy

"
Season 8,The Iron Throne,"
Live-Action

"
Season 8,The Iron Throne,"
Max

"
Season 8,The Iron Throne,"
Adaptations

"
Season 8,The Iron Throne,"
Adventure

"
Season 8,The Iron Throne,"
Tragedy

"
Season 8,The Iron Throne,"
LGBT

"
Season 8,The Iron Throne,"

1
The Hunger Games

"
Season 8,The Iron Throne,"

2
Thanksgiving (2023)

"
Season 8,The Iron Throne,"

3
William Afton

"
Season 8,The Iron Throne,"

													Fandom											
"
Season 8,The Iron Throne,"

													Muthead											
"
Season 8,The Iron Throne,"

													Fanatical											
"
Season 8,The Iron Throne,"

 
"
Season 8,The Iron Throne,"

 
"
Season 8,The Iron Throne,"

 
"
Season 8,The Iron Throne,"

 
"
Season 8,The Iron Throne,"

 
"
Season 8,The Iron Throne,"

													What is Fandom?											
"
Season 8,The Iron Throne,"

													About											
"
Season 8,The Iron Throne,"

													Careers											
"
Season 8,The Iron Throne,"

													Press											
"
Season 8,The Iron Throne,"

													Contact											
"
Season 8,The Iron Throne,"

													Terms of Use											
"
Season 8,The Iron Throne,"

													Privacy Policy											
"
Season 8,The Iron Throne,"

													Global Sitemap											
"
Season 8,The Iron Throne,"

													Local Sitemap											
"
Season 8,The Iron Throne,"

													Community Central											
"
Season 8,The Iron Throne,"

													Support											
"
Season 8,The Iron Throne,"

													Help											
"
Season 8,The Iron Throne,"

													Do Not Sell or Share My Personal Information											
"
Season 8,The Iron Throne,"

													Media Kit											
"
Season 8,The Iron Throne,"

													Contact											
"
Season 8,The Iron Throne,"



"
Season 8,The Iron Throne,"



"
