Name,Culture,Born,Died,Titles,Aliases,Father,Mother,Spouse,Allegiances,Books,POV Books,TV Series,Played By,URL
Alla Tyrell,,In or around 286 AC (roughly),,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/398'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/77
Allar Deem,,,"In 299 AC, at The Narrow Sea",[''],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/78
Alliser Thorne,,In 248 AC (roughly),,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/386'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],"['Season 1', 'Season 4', 'Season 5', 'Season 6']",['Owen Teale'],https://www.anapioficeandfire.com/api/characters/79
Allyria Dayne,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/99'],['https://www.anapioficeandfire.com/api/books/3'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/80
Alyce Graceford,,,,['Lady'],[''],,,,['https://www.anapioficeandfire.com/api/houses/159'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/81
Alyn Ambrose,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/4'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/82
Alyn Cockshaw,,,"In 211 AC, at Whitewalls",['Lord'],[''],,,,"['https://www.anapioficeandfire.com/api/houses/23', 'https://www.anapioficeandfire.com/api/houses/74']","['https://www.anapioficeandfire.com/api/books/7', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/83
Alyn Connington,,,,"['Ser', 'Lord Commander of the Kingsguard']",['The Pale Griffin'],,,,['https://www.anapioficeandfire.com/api/houses/80'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/84
Alyn Estermont,Stormlands,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/117'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/85
Alyn Frey,,In 295 AC or 296 AC,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/86
Alyn Haigh,,In or between 256 AC or 291 AC,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/172'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/87
Alyn Hunt,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/206'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/88
Alyn Stackspear,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/359'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/89
Alyn Tarbeck,,,"In 43 AC, at Gods Eye",['Lord of Tarbeck Hall'],[''],,,https://www.anapioficeandfire.com/api/characters/560,['https://www.anapioficeandfire.com/api/houses/377'],['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/90
Alyn Velaryon,Valyrian,"In 115 AC or later, at Hull, Driftmark","In or between 171 AC and 176 AC, at sea","['Lord of the Tides', 'Master of Driftmark', 'Admiral', 'Master of ships']","['Alyn of Hull', 'The Oakenfist', 'Lord Oakenfist']",,,https://www.anapioficeandfire.com/api/characters/154,"['https://www.anapioficeandfire.com/api/houses/378', 'https://www.anapioficeandfire.com/api/houses/407']","['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/9', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/91
Alys Arryn,,In or between 218 AC and 249 AC,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/373,"['https://www.anapioficeandfire.com/api/houses/7', 'https://www.anapioficeandfire.com/api/houses/417']",['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/92
Alys Arryn,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/868,"['https://www.anapioficeandfire.com/api/houses/7', 'https://www.anapioficeandfire.com/api/houses/378']",['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/93
Alys Beesbury,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/624,['https://www.anapioficeandfire.com/api/houses/18'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/94
Alys Frey,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/535,['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/95
Alys Karstark,Northmen,"In 284 AC or 285 AC, at Karhold",,[''],[''],,,https://www.anapioficeandfire.com/api/characters/980,"['https://www.anapioficeandfire.com/api/houses/215', 'https://www.anapioficeandfire.com/api/houses/385']","['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/96
Alys Karstark,Northmen,,,['Lady of Winterfell'],[''],,,https://www.anapioficeandfire.com/api/characters/207,"['https://www.anapioficeandfire.com/api/houses/215', 'https://www.anapioficeandfire.com/api/houses/362']",['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/97
Alys Karstark,Northmen,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/143,"['https://www.anapioficeandfire.com/api/houses/215', 'https://www.anapioficeandfire.com/api/houses/362']",['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/98
Alysane Mormont,Northmen,In or between ~273 AC and 278 AC,,[''],['The Young She-Bear'],,,,['https://www.anapioficeandfire.com/api/houses/271'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/99
Alysanne Bulwer,,In 291 AC,,['Lady of Blackcrown'],[''],,,,['https://www.anapioficeandfire.com/api/houses/52'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/100
Alysanne Farman,,,,['Lady'],[''],,,https://www.anapioficeandfire.com/api/characters/422,"['https://www.anapioficeandfire.com/api/houses/120', 'https://www.anapioficeandfire.com/api/houses/229']",['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/101
Alysanne Hightower,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/141,"['https://www.anapioficeandfire.com/api/houses/4', 'https://www.anapioficeandfire.com/api/houses/195']",['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/102
Alysanne Lefford,,,,['Lady of Golden Tooth'],[''],,,,['https://www.anapioficeandfire.com/api/houses/234'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/103
Alysanne Osgrey,,In 188 AC or 189 AC,"In 209 AC, at King's Landing",[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/291'],['https://www.anapioficeandfire.com/api/books/6'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/104
Alysanne Targaryen,,36 AC,99 AC or 100 AC,['Queen'],['Good Queen Alysanne'],https://www.anapioficeandfire.com/api/characters/57,https://www.anapioficeandfire.com/api/characters/110,https://www.anapioficeandfire.com/api/characters/526,[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/10', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/105
Alysanne Tarth,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/380'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/106
Alyssa Arryn,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/7'],['https://www.anapioficeandfire.com/api/books/1'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/107
Alyssa Blackwood,,In 253 AC or before,In or between 269 AC and 278 AC,['Lady'],[''],,,https://www.anapioficeandfire.com/api/characters/1093,"['https://www.anapioficeandfire.com/api/houses/27', 'https://www.anapioficeandfire.com/api/houses/143']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/108
Alyssa Targaryen,Valyrian,In or between 51 AC and 60 AC,,['Princess'],[''],,,https://www.anapioficeandfire.com/api/characters/157,['https://www.anapioficeandfire.com/api/houses/378'],['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/109
Alyssa Velaryon,Valyrian,In 7 AC,,"['Lady', 'Queen', 'Dowager Queen', 'Queen Regent', ""Lady of Storm's End""]",[''],,,https://www.anapioficeandfire.com/api/characters/57,"['https://www.anapioficeandfire.com/api/houses/17', 'https://www.anapioficeandfire.com/api/houses/378', 'https://www.anapioficeandfire.com/api/houses/407']",['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/110
Alyx Frey,,In 282 AC,,[''],[''],https://www.anapioficeandfire.com/api/characters/1004,https://www.anapioficeandfire.com/api/characters/1217,,['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/111
Amarei Crakehall,,In 245 AC or before,In 264 AC,[''],[''],,,https://www.anapioficeandfire.com/api/characters/1093,"['https://www.anapioficeandfire.com/api/houses/86', 'https://www.anapioficeandfire.com/api/houses/143']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/112
Ambrose Butterwell,,In 160 AC or 161 AC,,"['Lord of Whitewalls', 'Hand of the King']","['Old Milkblood', 'The lord of cows', 'Lord Butterbutt']",,,https://www.anapioficeandfire.com/api/characters/2054,['https://www.anapioficeandfire.com/api/houses/55'],"['https://www.anapioficeandfire.com/api/books/6', 'https://www.anapioficeandfire.com/api/books/7']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/113
Amerei Frey,,In 282 AC,,['Lady of Darry'],['Gatehouse Ami'],,,https://www.anapioficeandfire.com/api/characters/1799,"['https://www.anapioficeandfire.com/api/houses/143', 'https://www.anapioficeandfire.com/api/houses/230']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/114
Amory Lorch,,,"In 299 AC, at Harrenhal","['Ser', 'Castellan of Harrenhal']",['The Manticore'],,,,"['https://www.anapioficeandfire.com/api/houses/229', 'https://www.anapioficeandfire.com/api/houses/245']","['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],['Season 2'],['Fintan McKeown'],https://www.anapioficeandfire.com/api/characters/115
Andar Royce,Valemen,At Runestone,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/328'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/116
Anders Yronwood,,,,"['Lord of Yronwood', 'The Bloodroyal', 'Warden of the Stone Way']",[''],,,,['https://www.anapioficeandfire.com/api/houses/444'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/117
Andrew Estermont,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/117'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/118
Andrey Charlton,,,"In 299 AC, at the Riverlands",['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/68'],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/119
Andros Brax,,,"In 298 AC, at Riverrun",['Lord of Hornvale'],[''],,,,['https://www.anapioficeandfire.com/api/houses/40'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/3']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/120
Androw Ashford,Reach,At Ashford,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/8'],['https://www.anapioficeandfire.com/api/books/4'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/121
Androw Frey,,In 295 AC or 296 AC,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/122
Annara Farring,,,,['Lady'],[''],,,https://www.anapioficeandfire.com/api/characters/1093,"['https://www.anapioficeandfire.com/api/houses/121', 'https://www.anapioficeandfire.com/api/houses/143']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/123
