Name,Region,Coat of Arms,Words,Titles,Seats,Current Lord,Heir,Overlord,Founded,Founder,Died Out,Ancestral Weapons,Cadet Branches,Sworn Members,URL
House Caswell of Bitterbridge,The Reach,"Argent, a centaur with bow or",,"['Lord of Bitterbridge', 'Defender of the Fords']",['Bitterbridge'],https://www.anapioficeandfire.com/api/characters/644,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/133', 'https://www.anapioficeandfire.com/api/characters/248', 'https://www.anapioficeandfire.com/api/characters/566', 'https://www.anapioficeandfire.com/api/characters/642', 'https://www.anapioficeandfire.com/api/characters/644', 'https://www.anapioficeandfire.com/api/characters/789']",https://www.anapioficeandfire.com/api/houses/63
House Cave,The Crownlands,,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/16,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/64
House Celtigar of Claw Isle,The Crownlands,"Argent, semy of crabs gules",,['Lord of Claw Isle'],['Claw Isle'],https://www.anapioficeandfire.com/api/characters/127,,https://www.anapioficeandfire.com/api/houses/16,prior to ~112 years before the Conquest,,,[''],[],['https://www.anapioficeandfire.com/api/characters/127'],https://www.anapioficeandfire.com/api/houses/65
House Cerwyn of Cerwyn,The North,"Argent, a battle-axe paleways sable",Honed and Ready,['Lord of Cerwyn'],['Castle Cerwyn'],https://www.anapioficeandfire.com/api/characters/588,,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/247', 'https://www.anapioficeandfire.com/api/characters/588', 'https://www.anapioficeandfire.com/api/characters/734']",https://www.anapioficeandfire.com/api/houses/66
House Chambers,The Riverlands,,,[''],[''],,,,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/67
House Charlton,The Riverlands,"Three sprigs of mistletoe, green and red, on a gold field within a green border(Or, three sprigs of mistletoe vert, fructed gules, within a bordure of the second)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/143,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/119', 'https://www.anapioficeandfire.com/api/characters/240']",https://www.anapioficeandfire.com/api/houses/68
House Chelsted,The Crownlands,"Per bend green and white shield, a spiked mace and a silver dagger crossed(Per bend vert and argent, in pale a mace surmounted by a dagger in fesse of the second)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/16,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/831'],https://www.anapioficeandfire.com/api/houses/69
House Chester of Greenshield,The Reach,"A green hand on a gold escutcheon on a green field, a border of red rayonne",,[''],['Greenshield'],https://www.anapioficeandfire.com/api/characters/760,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/760'],https://www.anapioficeandfire.com/api/houses/70
House Chyttering,The Crownlands,"Three golden enhanced bendlets on a white shield(Argent, three bendlets enhanced or)",,[''],['Chyttering'],https://www.anapioficeandfire.com/api/characters/663,,https://www.anapioficeandfire.com/api/houses/16,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/663'],https://www.anapioficeandfire.com/api/houses/71
House Clegane,The Westerlands,"Three dogs on a yellow field(Or, three dogs courant in pale sable)",,['Ser'],"[""Clegane's Keep""]",,,https://www.anapioficeandfire.com/api/houses/229,,https://www.anapioficeandfire.com/api/characters/1272,,[''],[],"['https://www.anapioficeandfire.com/api/characters/955', 'https://www.anapioficeandfire.com/api/characters/1270', 'https://www.anapioficeandfire.com/api/characters/1272', 'https://www.anapioficeandfire.com/api/characters/1350', 'https://www.anapioficeandfire.com/api/characters/1356', 'https://www.anapioficeandfire.com/api/characters/1442', 'https://www.anapioficeandfire.com/api/characters/1568', 'https://www.anapioficeandfire.com/api/characters/1814', 'https://www.anapioficeandfire.com/api/characters/1852', 'https://www.anapioficeandfire.com/api/characters/1994', 'https://www.anapioficeandfire.com/api/characters/2012']",https://www.anapioficeandfire.com/api/houses/72
House Clifton,The Westerlands,,,[''],[''],https://www.anapioficeandfire.com/api/characters/1403,,https://www.anapioficeandfire.com/api/houses/120,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/551', 'https://www.anapioficeandfire.com/api/characters/1403', 'https://www.anapioficeandfire.com/api/characters/1516']",https://www.anapioficeandfire.com/api/houses/73
House Cockshaw,The Reach,"Sable, three feathers in fess gules argent and or",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/83'],https://www.anapioficeandfire.com/api/houses/74
House Codd,Iron Islands,,Though All Men Do Despise Us,[''],[''],,,https://www.anapioficeandfire.com/api/houses/169,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/358', 'https://www.anapioficeandfire.com/api/characters/653']",https://www.anapioficeandfire.com/api/houses/75
House Coldwater of Coldwater Burn,The Vale,"A blue pall with white borders, on a red field(Gules, a pall azure, fimbriated argent)",,['Lord of Coldwater Burn'],['Coldwater Burn'],https://www.anapioficeandfire.com/api/characters/939,,https://www.anapioficeandfire.com/api/houses/328,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/939'],https://www.anapioficeandfire.com/api/houses/76
House Cole,The Stormlands,"Ten black pellets, on a scarlet field(Gules, ten pellets, 4, 3, 2, 1)",,[''],[''],,,,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/2138'],https://www.anapioficeandfire.com/api/houses/77
House Condon,The North,"An eagle's head between crossed tridents, red on white",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/66,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/607'],https://www.anapioficeandfire.com/api/houses/78
House Conklyn,The Reach,,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/1276'],https://www.anapioficeandfire.com/api/houses/79
House Connington of Griffin's Roost,The Stormlands,"Two combatant griffins, counterchanged, on a red and white field(Per pale gules and argent, two griffins combatant counterchanged)",,"[""The Knight of Griffin's Roost""]","[""Griffin's Roost""]",https://www.anapioficeandfire.com/api/characters/576,,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/84', 'https://www.anapioficeandfire.com/api/characters/576', 'https://www.anapioficeandfire.com/api/characters/928', 'https://www.anapioficeandfire.com/api/characters/932', 'https://www.anapioficeandfire.com/api/characters/1899']",https://www.anapioficeandfire.com/api/houses/80
House Corbray of Heart's Home,,"Three black ravens in flight, holding three red hearts, on a white field(Argent, three ravens volant sable, each clutching in their claws a heart gules)",,"[""Lord of Heart's Home"", 'King of the Fingers (historical)']","[""Heart's Home""]",https://www.anapioficeandfire.com/api/characters/681,https://www.anapioficeandfire.com/api/characters/677,https://www.anapioficeandfire.com/api/houses/7,,https://www.anapioficeandfire.com/api/characters/256,,['Lady Forlorn'],[],"['https://www.anapioficeandfire.com/api/characters/255', 'https://www.anapioficeandfire.com/api/characters/256', 'https://www.anapioficeandfire.com/api/characters/447', 'https://www.anapioficeandfire.com/api/characters/654', 'https://www.anapioficeandfire.com/api/characters/677', 'https://www.anapioficeandfire.com/api/characters/681', 'https://www.anapioficeandfire.com/api/characters/871', 'https://www.anapioficeandfire.com/api/characters/1182']",https://www.anapioficeandfire.com/api/houses/81
House Cordwayner of Hammerhal,The Reach,"Lozengny vert and or, a pair of boots sable",,[''],['Hammerhal'],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/82
House Costayne of Three Towers,The Reach,"Quarterly; sable, a chalice argent; or, a rose sable",,[''],['Three Towers'],https://www.anapioficeandfire.com/api/characters/1030,,https://www.anapioficeandfire.com/api/houses/195,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/51', 'https://www.anapioficeandfire.com/api/characters/1028', 'https://www.anapioficeandfire.com/api/characters/1030']",https://www.anapioficeandfire.com/api/houses/83
House Cox of Saltpans,,,,['the Knight of Saltpans'],['Saltpans'],https://www.anapioficeandfire.com/api/characters/1846,,https://www.anapioficeandfire.com/api/houses/395,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/1846'],https://www.anapioficeandfire.com/api/houses/84
House Crabb,The Crownlands,,,[''],['The Whispers (former)'],,,https://www.anapioficeandfire.com/api/houses/16,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/241', 'https://www.anapioficeandfire.com/api/characters/244', 'https://www.anapioficeandfire.com/api/characters/942', 'https://www.anapioficeandfire.com/api/characters/1271', 'https://www.anapioficeandfire.com/api/characters/1330']",https://www.anapioficeandfire.com/api/houses/85
House Crakehall of Crakehall,The Westerlands,"A brindled boar on a brown field(Tenné, a boar brindled sable and argent)",None so Fierce,['Lord of Crakehall'],['Crakehall'],https://www.anapioficeandfire.com/api/characters/922,https://www.anapioficeandfire.com/api/characters/1046,https://www.anapioficeandfire.com/api/houses/229,,https://www.anapioficeandfire.com/api/characters/257,,[''],[],"['https://www.anapioficeandfire.com/api/characters/112', 'https://www.anapioficeandfire.com/api/characters/225', 'https://www.anapioficeandfire.com/api/characters/242', 'https://www.anapioficeandfire.com/api/characters/257', 'https://www.anapioficeandfire.com/api/characters/670', 'https://www.anapioficeandfire.com/api/characters/741', 'https://www.anapioficeandfire.com/api/characters/748', 'https://www.anapioficeandfire.com/api/characters/921', 'https://www.anapioficeandfire.com/api/characters/922', 'https://www.anapioficeandfire.com/api/characters/973', 'https://www.anapioficeandfire.com/api/characters/996', 'https://www.anapioficeandfire.com/api/characters/1046']",https://www.anapioficeandfire.com/api/houses/86
House Crane of Red Lake,The Reach,"Azure, cranes in chevron or",,[''],['Red Lake'],,,https://www.anapioficeandfire.com/api/houses/398,,https://www.anapioficeandfire.com/api/characters/1905,,[''],[],"['https://www.anapioficeandfire.com/api/characters/738', 'https://www.anapioficeandfire.com/api/characters/746', 'https://www.anapioficeandfire.com/api/characters/812', 'https://www.anapioficeandfire.com/api/characters/946', 'https://www.anapioficeandfire.com/api/characters/949', 'https://www.anapioficeandfire.com/api/characters/1080']",https://www.anapioficeandfire.com/api/houses/87
House Cray,The Neck,,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/318,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/88
House Cressey,The Crownlands,"Seven silver coins on a red bend sinister, between two silver helmets, on a blue field(Azure, on a bend sinister gules seven plates, between two helmets argent)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/16,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/89
House Crowl of Deepdown,The North,Pily gules and sable,,[''],['Deepdown'],,,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/90
House Cuy of Sunhouse,The Reach,Six yellow flowers on blue,,[''],['Sunhouse'],https://www.anapioficeandfire.com/api/characters/215,,https://www.anapioficeandfire.com/api/houses/195,Andal Invasion,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/215', 'https://www.anapioficeandfire.com/api/characters/376']",https://www.anapioficeandfire.com/api/houses/91
House Dalt of Lemonwood,Dorne,"Purpure, semy of lemons Or",,['The Knight of Lemonwood'],['Lemonwood'],https://www.anapioficeandfire.com/api/characters/309,https://www.anapioficeandfire.com/api/characters/1163,https://www.anapioficeandfire.com/api/houses/285,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/309', 'https://www.anapioficeandfire.com/api/characters/1163']",https://www.anapioficeandfire.com/api/houses/92
House Dargood,The Crownlands,,,[''],[''],,,,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/93
House Darke,The Crownlands,,,[''],[''],,,,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/94
House Darklyn of Duskendale,The Crownlands,"Fusily sable and or, upon a pale in dexter gules seven escutcheons argent",,['Lord of Duskendale'],['The Dun Fort'],,,https://www.anapioficeandfire.com/api/houses/378,Age of Heroes,,277 AC,[''],['https://www.anapioficeandfire.com/api/houses/94'],"['https://www.anapioficeandfire.com/api/characters/301', 'https://www.anapioficeandfire.com/api/characters/924', 'https://www.anapioficeandfire.com/api/characters/967', 'https://www.anapioficeandfire.com/api/characters/987']",https://www.anapioficeandfire.com/api/houses/95
House Darkwood,The Crownlands,,,[''],[''],,,,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/96
House Darry of Darry,The Riverlands,"A black plowman on a brown field(Tenné, a plowman sable)",,[''],['Darry'],https://www.anapioficeandfire.com/api/characters/712,,https://www.anapioficeandfire.com/api/houses/10,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/550', 'https://www.anapioficeandfire.com/api/characters/592', 'https://www.anapioficeandfire.com/api/characters/672', 'https://www.anapioficeandfire.com/api/characters/712', 'https://www.anapioficeandfire.com/api/characters/852', 'https://www.anapioficeandfire.com/api/characters/1114']",https://www.anapioficeandfire.com/api/houses/97
House Dayne of High Hermitage,Dorne,,,['the Knight of High Hermitage'],['High Hermitage'],https://www.anapioficeandfire.com/api/characters/1421,,https://www.anapioficeandfire.com/api/houses/99,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/1421'],https://www.anapioficeandfire.com/api/houses/98
House Dayne of Starfall,Dorne,"A white sword and falling star crossed on lilac (Purpure, a blazing star bendways surmounted by a sword bendways sinister argent)",,"['Lord of Starfall', 'King of the Torrentine (historical)']",['Starfall'],https://www.anapioficeandfire.com/api/characters/348,,https://www.anapioficeandfire.com/api/houses/285,,,,['Dawn'],['https://www.anapioficeandfire.com/api/houses/98'],"['https://www.anapioficeandfire.com/api/characters/80', 'https://www.anapioficeandfire.com/api/characters/142', 'https://www.anapioficeandfire.com/api/characters/151', 'https://www.anapioficeandfire.com/api/characters/334', 'https://www.anapioficeandfire.com/api/characters/348', 'https://www.anapioficeandfire.com/api/characters/1060', 'https://www.anapioficeandfire.com/api/characters/2121']",https://www.anapioficeandfire.com/api/houses/99
