name,male,origin,isMarried,isNoble,popularity,isAlive,season,episode,deaths,episode_num
Marwyn Belmore,1,House Arryn,0,1,0.0234113712374581,1,0,,,0
Mathis Frey,0,House Frey,0,0,0.0836120401337792,1,0,,,0
Matthar,1,Night's Watch,0,0,0.0234113712374581,1,0,,,0
Mawney,1,Night's Watch,0,0,0.0234113712374581,0,5,Mother's Mercy,Myranda - Fell to her death after being pushed off a rampart by Prince Theon Greyjoy/Reek.,50
Medgar Tully,1,House Tully,0,1,0.0167224080267558,0,5,The House of Black and White,"Two of Gilly's Sisters - Died after being infected with Greyscale off-screen, mentioned.",42
Medger Cerwyn,1,House Stark,0,1,0.0635451505016722,0,5,High Sparrow,"Medger Cerwyn's Wife - Flayed alive by Lord Ramsay Snow off-screen, body shown.",43
Megga Tyrell,0,House Tyrell,0,0,0.153846153846153,1,0,,,0
Meldred Merlyn,0,House Greyjoy,0,1,0.0234113712374581,1,0,,,0
Melesa Crakehall,0,House Lannister,1,0,0.0501672240802675,1,0,,,0
Melara Crane,0,House Tyrell,1,0,0.0668896321070234,1,0,,,0
Melessa Florent,0,House Tyrell,1,0,0.0869565217391304,1,0,,,0
Mellara Rivers,0,House Frey,0,0,0.0167224080267558,1,0,,,0
Melwyn Sarsfield,1,House Lannister,1,1,0.0301003344481605,1,0,,,0
Melwys Rivers,0,Soldier,0,1,0.0234113712374581,1,0,,,0
Meredyth Crane,0,House Tyrell,0,0,0.0301003344481605,1,0,,,0
Merianne Frey,0,House Frey,0,0,0.0836120401337792,1,0,,,0
Merlon Crakehall,1,House Lannister,0,1,0.0267558528428093,1,0,,,0
Mezzara,1,Foreign Noble,0,1,0.0167224080267558,1,0,,,0
Mina Tyrell,0,House Tyrell,1,0,0.163879598662207,1,0,,,0
Moelle,0,Soldier,0,0,0.0301003344481605,1,0,,,0
Monterys Velaryon,1,House Targaryen,0,1,0.020066889632107,1,0,,,0
Moredo Prestayn,1,Foreign Peasant,0,1,0.0100334448160535,1,0,,,0
Monford Velaryon,1,Foreign Noble,0,1,0.0234113712374581,0,7,Dragonstone,38 Unnamed Frey Knights - Poisoned by Arya Stark.,61
Moribald Chester,0,Noble,0,1,0.020066889632107,1,0,,,0
Morton Waynwood,1,House Arryn,0,1,0.0367892976588628,1,0,,,0
Morya Frey,0,House Frey,1,1,0.120401337792642,1,0,,,0
Mullin,0,Night's Watch,0,1,0.0234113712374581,1,0,,,0
Moryn Tyrell,1,House Tyrell,0,0,0.140468227424749,1,0,,,0
Munda,1,Wildling,1,0,0.0267558528428093,1,0,,,0
Muttering Bill,1,Night's Watch,0,0,0.020066889632107,0,4,The Mountain and the Viper,Mully - Killed by unknown Free Folk off-screen.,38
Mushroom,1,House Targaryen,0,0,0.0468227424749163,1,0,,,0
Murmison,1,Soldier,0,0,0.31438127090301,0,4,The Mountain and the Viper,Mully - Killed by unknown Free Folk off-screen.,38
Mylenda Caron,1,House Baratheon,1,0,0.107023411371237,1,0,,,0
Myles Smallwood,1,House Tyrell,0,1,0.167224080267558,1,0,,,0
Myles Mooton,1,House Tully,0,1,0.0267558528428093,0,3,Mhysa,"Wex Pyke - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
Myria Jordayne,1,House Martell,0,0,0.0133779264214046,1,0,,,0
Myles Manwoody,1,House Martell,0,1,0.0267558528428093,1,0,,,0
Mysaria,0,Foreign Noble,0,1,0.0133779264214046,1,0,,,0
Myrielle Lannister,0,House Lannister,0,0,0.0702341137123745,1,0,,,0
Noho Dimittis,1,Foreign Noble,0,0,0.0133779264214046,1,0,,,0
Norne Goodbrother,0,House Greyjoy,0,1,0.020066889632107,1,0,,,0
Norbert Vance,1,House Tully,0,1,0.0367892976588628,1,0,,,0
Nymella Toland,0,House Martell,0,1,0.0434782608695652,1,0,,,0
Nysterica,0,Peasant,0,0,0.0267558528428093,1,0,,,0
Ollidor,1,Soldier,0,0,0.0167224080267558,1,0,,,0
Ollo Lophand,1,Night's Watch,0,0,0.0367892976588628,0,8,The Iron Throne,Loboda (Free Folk) - 1 (Deceased),72
Olyvar Frey,1,House Frey,0,0,0.0836120401337792,1,0,,,0
Omer Blackberry,0,Peasant,0,0,0.0234113712374581,1,0,,,0
Olymer Tyrell,1,House Tyrell,1,1,0.130434782608695,1,0,,,0
Ondrew Locke,1,House Stark,0,1,0.0367892976588628,1,0,,,0
Orbert Caswell,1,House Tyrell,0,1,0.0568561872909698,0,8,The Iron Throne,Jory Cassel - 2 (Deceased),72
Ordello,0,Foreign Noble,0,1,0.0133779264214046,0,8,The Bells,Unella - Died when Drogon destroyed the Red Keep on the orders of Queen Daenerys I Targaryen.,71
Omer Florent,0,House Bolton,0,1,0.0702341137123745,1,0,,,0
Orland of Oldtown,1,House Baratheon,0,0,0.0066889632107023,1,0,,,0
Ormond Yronwood,0,House Martell,0,1,0.0,1,0,,,0
Orphan Oss,0,Night's Watch,0,0,0.0234113712374581,0,8,The Iron Throne,Osha (Free Folk) - 3 (Deceased),72
Osbert Serry,0,House Tyrell,0,1,0.0267558528428093,1,0,,,0
Osmund Frey,0,House Frey,0,0,0.0501672240802675,1,0,,,0
Oswell Kettleblack,1,Outlaw,0,0,0.0568561872909698,1,0,,,0
Ossifer Plumm,1,House Targaryen,1,1,0.0869565217391304,0,4,The Mountain and the Viper,Jack Bulwer - Killed by unknown Free Folk off-screen.,38
Otho Bracken,1,House Tully,0,1,0.0267558528428093,1,0,,,0
Ottyn Wythers,0,Noble,0,1,0.0434782608695652,0,8,The Iron Throne,Othell Yarwyck - 1 (Deceased),72
Owen Norrey,0,Outlaw,0,0,0.0301003344481605,0,2,What Is Dead May Never Die,Yoren - Stabbed in the back of the neck by Ser Amory Lorch with a sword.,13
Pate of the Blue Fork,1,House Frey,1,1,0.170568561872909,0,2,A Man Without Honor,The Copper King - Throat slit by a duplicate of Pyat Pree.,17
Patrek Mallister,1,House Tully,0,0,0.0769230769230769,1,0,,,0
Patrek Vance,0,House Tully,0,0,0.103678929765886,1,0,,,0
Perriane Frey,0,House Frey,1,0,0.0735785953177257,1,0,,,0
Perra Frey,0,House Frey,0,0,0.100334448160535,1,0,,,0
Perwyn Frey,1,House Frey,0,1,0.0836120401337792,1,0,,,0
Philip Foote,1,Noble,0,1,0.0501672240802675,1,0,,,0
Philip Plumm,1,House Targaryen,0,1,0.0301003344481605,1,0,,,0
Pono,0,Dothraki,0,1,0.060200668896321,1,0,,,0
Qarro Volentin,0,Foreign Peasant,0,1,0.0133779264214046,1,0,,,0
Qarlton Chelsted,1,Noble,0,1,0.357859531772575,0,6,Battle of the Bastards,Lord Harald Karstark - Killed by an unknown Bolton soldier.,59
Lord Commander Qorgyle,1,House Martell,0,1,0.0668896321070234,0,8,The Iron Throne,Lord Commander Jeor Mormont - 1 (Deceased),72
Quent,1,House Stark,0,0,0.0234113712374581,1,0,,,0
Quenten Banefort,1,House Lannister,0,1,0.0234113712374581,1,0,,,0
Quenton Hightower,1,House Tyrell,0,1,0.0066889632107023,1,0,,,0
Quentyn Ball,1,House Targaryen,0,1,0.0668896321070234,0,6,Battle of the Bastards,19 Unnamed Bolton Soldiers - Shot by unknown Northern soldiers with arrows using bows.,59
Quentyn Qorgyle,0,House Martell,0,1,0.0234113712374581,1,0,,,0
Quincy Cox,1,Noble,0,1,0.0334448160535117,1,0,,,0
Ragwyle,0,Wildling,0,0,0.0100334448160535,1,0,,,0
Ralf Kenning,1,House Greyjoy,0,1,0.0468227424749163,0,2,Garden of Bones,Rennick - Mauled by Grey Wind.,14
Raymun Redbeard,1,Wildling,0,1,0.0,0,1,Baelor,The Red (Horse) - Throat slit by Mirri Maz Duur with a knife.,9
Raynard,1,Soldier,0,0,0.020066889632107,1,0,,,0
Raynald Westerling,1,House Lannister,0,1,0.0702341137123745,0,3,The Rains of Castamere,Ser Wendel Manderly - Shot in the back of the head by an unknown Frey solider with a bolt using a crossbow.,29
Red Alyn of the Rosewood,1,Night's Watch,0,0,0.0133779264214046,0,4,The Lion and the Rose,Lord Axell Florent - Burned alive by unknown Baratheon soldiers on the orders of Melisandre/The Red Woman.,32
Raynard Ruttiger,0,Noble,0,1,0.020066889632107,1,0,,,0
Raymund Frey,1,House Frey,1,1,0.177257525083612,1,0,,,0
Regenard Estren,0,Noble,0,1,0.020066889632107,1,0,,,0
Renly Norcross,1,Noble,0,0,0.0836120401337792,1,0,,,0
Renfred Rykker,1,Noble,0,1,0.0234113712374581,1,0,,,0
Rhea Royce,0,House Arryn,1,1,0.0936454849498327,0,5,Mother's Mercy,Myranda - Fell to her death after being pushed off a rampart by Prince Theon Greyjoy/Reek.,50
Rennifer Longwaters,1,House Targaryen,0,1,0.0167224080267558,1,0,,,0
Rhea Florent,0,House Tyrell,1,0,0.107023411371237,1,0,,,0
Rhogoro,1,Dothraki,0,1,0.0100334448160535,1,0,,,0
Rickard Ryswell,1,House Stark,0,0,0.040133779264214,1,0,,,0
Rickard Thorne,1,House Baratheon,0,1,0.0267558528428093,0,8,The Iron Throne,Ser Alliser Thorne - 3 (Deceased),72
Rickard Wylde,0,House Baratheon,0,0,0.160535117056856,1,0,,,0
Robert Frey,0,House Frey,0,0,0.060200668896321,1,0,,,0
Robert Flowers,1,Soldier,0,1,0.060200668896321,1,0,,,0
Robert Brax,0,House Lannister,0,1,0.0468227424749163,0,8,The Iron Throne,King/Lord Robert I Baratheon - 5 (Deceased),72
Robin Hill,1,Night's Watch,0,1,0.0568561872909698,1,0,,,0
Robin Flint,0,House Stark,0,1,0.0501672240802675,0,8,The Iron Throne,Ygritte (Free Folk) - 19 (Deceased),72
Robin Moreland,1,Noble,0,1,0.0133779264214046,1,0,,,0
Robin Ryger,1,House Frey,0,1,0.0735785953177257,1,0,,,0
Rodrik Flint,1,House Stark,0,1,0.0635451505016722,1,0,,,0
Rodrik Stark,1,House Stark,0,1,0.040133779264214,1,0,,,0
Rodrik Ryswell,1,House Stark,0,1,0.040133779264214,1,0,,,0
Roger Hogg,1,Noble,0,1,0.0267558528428093,1,0,,,0
Rodwell Stark,1,House Stark,1,1,0.130434782608695,1,0,,,0
Rolland Longthorpe,0,House Arryn,0,1,0.0167224080267558,1,0,,,0
Rolland Uffering,1,Noble,1,1,0.0234113712374581,1,0,,,0
Ronel Rivers,0,House Frey,0,0,0.0234113712374581,1,0,,,0
Ronald Connington,1,Noble,0,1,0.0334448160535117,1,0,,,0
Ronald Vance,1,House Tully,0,1,0.0267558528428093,1,0,,,0
Roro Uhoris,1,Foreign Noble,0,1,0.020066889632107,1,0,,,0
Royce Coldwater,0,House Arryn,0,1,0.0066889632107023,1,0,,,0
Rufus Leek,0,Noble,0,1,0.0267558528428093,1,0,,,0
Rugen,1,House Frey,0,1,0.0234113712374581,1,0,,,0
Runcel Hightower,1,House Tyrell,0,1,0.0535117056856187,1,0,,,0
Rupert Brax,1,House Lannister,0,1,0.040133779264214,0,4,The Mountain and the Viper,Ralf Kenning - Stabbed in the head by Adrack Humble with an axe.,38
Rycherd Crane,0,House Tyrell,1,1,0.0702341137123745,1,0,,,0
Ryam Redwyne,1,House Tyrell,0,1,0.364548494983277,0,6,The Red Woman,Maester Caleotte - Stabbed in the back of the beck by Tyene Sand with a thrown dagger.,51
Ryam Florent,1,House Tyrell,0,1,0.0635451505016722,1,0,,,0
Ryger Rivers,1,House Frey,0,0,0.0234113712374581,1,0,,,0
Ryella Frey,0,House Frey,0,0,0.137123745819397,1,0,,,0
Ryella Royce,0,House Arryn,1,0,0.140468227424749,1,0,,,0
Rylene Florent,0,House Tyrell,1,0,0.0702341137123745,1,0,,,0
Ryon Allyrion,1,House Martell,1,1,0.0535117056856187,1,0,,,0
Saera Targaryen,1,House Targaryen,0,1,0.0702341137123745,0,1,Baelor,"Princess Rhaenys Targaryen - Killed by Ser Gregor Clegane/The Mountain on the orders of Lord Tywin Lannister off-screen, mentioned.",9
Sallei Paege,0,House Frey,1,0,0.0802675585284281,1,0,,,0
Sandor Frey,0,House Frey,0,0,0.147157190635451,1,0,,,0
Sarya Whent,0,House Tully,1,1,0.0301003344481605,1,0,,,0
Sarra Frey,0,House Frey,0,0,0.137123745819397,1,0,,,0
Sawane Botley,1,House Greyjoy,0,1,0.0903010033444816,0,2,The Ghost of Harrenhal,Ser Robar Royce - Stabbed in the back by Brienne of Tarth with a sword.,15
Scolera,0,Soldier,0,0,0.0167224080267558,1,0,,,0
Sebaston Farman,1,House Lannister,0,1,0.020066889632107,1,0,,,0
Selwyn Tarth,1,House Baratheon,0,0,0.0635451505016722,1,0,,,0
Selmond Stackspear,0,House Lannister,0,1,0.020066889632107,1,0,,,0
Serala,0,Foreign Noble,1,1,0.0434782608695652,1,0,,,0
Serwyn of the Mirror Shield,1,Soldier,0,1,0.0,1,0,,,0
Serra Frey,0,House Frey,0,0,0.137123745819397,1,0,,,0
Shella Whent,0,House Tully,1,1,0.0802675585284281,0,8,The Bells,Unella - Died when Drogon destroyed the Red Keep on the orders of Queen Daenerys I Targaryen.,71
Shierle Swyft,0,House Lannister,1,0,0.0267558528428093,1,0,,,0
Shiera Crakehall,0,House Lannister,1,0,0.0668896321070234,1,0,,,0
Shirei Frey,0,House Frey,0,0,0.0434782608695652,1,0,,,0
Simon Staunton,1,Noble,1,1,0.0167224080267558,1,0,,,0
Sigfryd Harlaw,1,House Greyjoy,0,1,0.0635451505016722,1,0,,,0
Lord Staunton,1,Noble,0,1,0.0167224080267558,0,1,Lord Snow,"Simon Toyne - Killed by Barristan Selmy with a counter riposte off-screen, mentioned.",3
Stannis Seaworth,1,House Baratheon,0,0,0.0568561872909698,1,0,,,0
Steffon Seaworth,1,House Baratheon,0,0,0.0635451505016722,1,0,,,0
Steffon Frey,0,House Frey,0,0,0.100334448160535,1,0,,,0
Steffon Swyft,1,House Lannister,0,1,0.0301003344481605,1,0,,,0
Steffon Darklyn,0,House Targaryen,0,1,0.0936454849498327,0,1,A Golden Crown,Stiv - Shot in the back by Theon Greyjoy with an arrow using a bow.,6
Steffon Stackspear,0,House Lannister,0,1,0.020066889632107,1,0,,,0
Sumner Crakehall,1,House Lannister,0,1,0.0267558528428093,1,0,,,0
Sylas Flatnose,1,House Greyjoy,0,1,0.0100334448160535,1,0,,,0
Sybell Spicer,0,Noble,1,1,0.0869565217391304,1,0,,,0
Symon Santagar,1,House Martell,0,1,0.0167224080267558,1,0,,,0
Sybelle Glover,0,House Stark,1,1,0.0702341137123745,1,0,,,0
Sylwa Paege,0,House Frey,1,0,0.0802675585284281,1,0,,,0
Symon Hollard,1,House Baratheon,0,1,0.0434782608695652,1,0,,,0
Symond Templeton,0,House Arryn,0,1,0.0301003344481605,1,0,,,0
Symond Frey,1,House Frey,1,0,0.20066889632107,0,6,The Winds of Winter,"Lothar Frey - Killed and carved into a pie by Arya Stark off-screen, body shown.",60
Tallad,1,House Baratheon,0,1,0.0468227424749163,1,0,,,0
Tanton Fossoway,0,House Tyrell,0,1,0.0234113712374581,1,0,,,0
Ternesio Terys,1,Foreign Peasant,0,1,0.0234113712374581,1,0,,,0
Terrence Kenning,0,House Lannister,0,1,0.0167224080267558,1,0,,,0
Theodan Wells,0,House Stark,0,1,0.0167224080267558,1,0,,,0
Terrence Toyne,1,Noble,0,1,0.040133779264214,0,8,The Iron Throne,Tyene Sand - 6 (Deceased),72
Theodore Tyrell,1,House Tyrell,1,1,0.137123745819397,1,0,,,0
Theomar Smallwood,1,House Tyrell,1,1,0.0434782608695652,1,0,,,0
Theomore Harlaw,1,House Greyjoy,0,1,0.0535117056856187,1,0,,,0
Tim Tangletongue,0,Night's Watch,0,0,0.0133779264214046,1,0,,,0
Three-Tooth,0,House Greyjoy,0,1,0.0100334448160535,1,0,,,0
Titus Peake,1,House Tyrell,1,1,0.020066889632107,1,0,,,0
Tion Frey,1,House Frey,0,0,0.120401337792642,0,8,The Iron Throne,Lothar Frey - 2 (Deceased),72
Todder,1,Night's Watch,0,0,0.0367892976588628,1,0,,,0
Tomard,1,House Stark,0,0,0.0635451505016722,0,2,Valar Morghulis,Tom - Stabbed in the stomach by Lady Brienne of Tarth with a sword.,20
Tommen Costayne,0,House Tyrell,0,1,0.0066889632107023,1,0,,,0
Torbert,1,Soldier,0,0,0.0167224080267558,1,0,,,0
Torren Liddle,0,Outlaw,0,1,0.020066889632107,1,0,,,0
Torwynd,1,Wildling,0,0,0.0267558528428093,0,3,"Dark Wings, Dark Words","Lord Hoster Tully - Died of an unspecified illness off-screen, body shown in ""Walk of Punishment"".",22
Trebor Jordayne,0,House Martell,0,1,0.0167224080267558,1,0,,,0
Tremond Gargalen,0,House Martell,0,1,0.0234113712374581,1,0,,,0
Tristan Mudd,1,Noble,0,1,0.0535117056856187,1,0,,,0
Triston of Tally Hill,0,House Baratheon,0,1,0.0301003344481605,1,0,,,0
Triston Farwynd,0,House Greyjoy,0,1,0.0133779264214046,1,0,,,0
Triston Sunderland,1,House Stark,0,1,0.0301003344481605,1,0,,,0
Tybolt Hetherspoon,1,Noble,0,1,0.0100334448160535,1,0,,,0
Tybolt Crakehall,1,House Lannister,0,1,0.0234113712374581,1,0,,,0
Tybolt Lannister,1,House Lannister,1,1,0.0769230769230769,0,1,Lord Snow,"Unnamed Tyroshi Soldier - Stabbed through the heart by Barristan Selmy with a lance off-screen, mentioned.",3
Tyana Wylde,0,House Baratheon,1,0,0.0501672240802675,1,0,,,0
Tyta Frey,0,House Frey,0,0,0.0869565217391304,1,0,,,0
Tyrek Lannister,1,House Lannister,1,0,0.133779264214046,0,8,The Iron Throne,Lord Tywin Lannister - 3 (Deceased),72
Tysane Frey,0,House Frey,0,0,0.0836120401337792,1,0,,,0
Tytos Brax,1,House Lannister,0,1,0.0434782608695652,1,0,,,0
Tytos Frey,1,House Frey,1,1,0.0635451505016722,0,6,The Winds of Winter,"Lothar Frey - Killed and carved into a pie by Arya Stark off-screen, body shown.",60
Tywin Frey,1,House Frey,0,1,0.0802675585284281,1,0,,,0
Ulrick Dayne,1,House Martell,0,1,0.0066889632107023,1,0,,,0
Ulwyck Uller,1,House Martell,0,1,0.020066889632107,1,0,,,0
Unella,0,Soldier,0,0,0.020066889632107,1,0,,,0
Utherydes Wayn,0,Noble,0,1,0.0334448160535117,1,0,,,0
Uthor Tollett,0,House Arryn,0,1,0.0100334448160535,1,0,,,0
Vaemond Velaryon,1,Foreign Noble,0,1,0.0301003344481605,0,8,The Bells,Lord Varys - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.,71
Valaena Velaryon,0,Foreign Noble,1,1,0.0802675585284281,1,0,,,0
Vayon Poole,1,Noble,0,1,0.0535117056856187,0,5,The Dance of Dragons,"Ser Byron Swann - Burned alive by Vhagar with his fire breath off-screen, mentioned.",49
Vickon Greyjoy,0,House Greyjoy,0,1,0.0367892976588628,0,2,The Night Lands,"Rodrik Greyjoy - Died in an unspecified manner off-screen, mentioned.",12
Viserys Plumm,0,House Targaryen,0,1,0.0936454849498327,0,2,Valar Morghulis,"Pyat Pree - Burned alive by Drogon, Rhaegal, and Viserion with their fire breath on the orders of Queen Daenerys I Targaryen.",20
Vylarr,1,House Lannister,0,1,0.040133779264214,1,0,,,0
Vortimer Crane,0,House Tyrell,0,1,0.0267558528428093,1,0,,,0
Walda Rivers,0,House Frey,0,0,0.0334448160535117,1,0,,,0
Walder Haigh,0,House Frey,0,0,0.0769230769230769,1,0,,,0
Walder Brax,0,House Lannister,0,0,0.11705685618729,1,0,,,0
Walder Goodbrook,1,House Frey,0,0,0.0668896321070234,1,0,,,0
Waldon Wynch,1,House Greyjoy,0,1,0.0234113712374581,1,0,,,0
Wallace Waynwood,1,House Arryn,0,1,0.0267558528428093,1,0,,,0
Walgrave,1,Noble,0,1,0.0434782608695652,1,0,,,0
Walder Vance,1,House Tully,0,0,0.110367892976588,1,0,,,0
Walton Stark,1,House Stark,0,1,0.0100334448160535,1,0,,,0
Walton Frey,1,House Frey,1,0,0.107023411371237,1,0,,,0
Warryn Beesbury,0,House Tyrell,0,1,0.0066889632107023,1,0,,,0
Waltyr Frey,1,House Frey,0,0,0.0501672240802675,1,0,,,0
Wendel Frey,1,House Frey,0,0,0.0501672240802675,1,0,,,0
Whalen Frey,1,House Frey,1,1,0.100334448160535,1,0,,,0
Willamen Frey,1,House Frey,0,1,0.0635451505016722,1,0,,,0
Willam Wells,1,House Martell,0,1,0.040133779264214,0,2,What Is Dead May Never Die,"Willem - Hit in the head by Yoren with an axe off-screen, mentioned.",13
Willem Darry,1,House Frey,0,1,0.120401337792642,0,2,What Is Dead May Never Die,"Willem - Hit in the head by Yoren with an axe off-screen, mentioned.",13
Willam Wythers,1,Noble,0,1,0.0100334448160535,1,0,,,0
Willem Lannister,1,House Lannister,0,0,0.167224080267558,0,8,The Iron Throne,Willem (Commoner) - 1 (Deceased),72
Willem Frey,1,House Frey,0,0,0.0802675585284281,1,0,,,0
Willam Stark,1,House Stark,1,1,0.11705685618729,0,1,Winter Is Coming,Will - Decapitated by Lord Eddard Stark with Ice for dissertation.,1
William Mooton,1,House Tully,0,1,0.0434782608695652,1,0,,,0
Wynton Stout,1,House Stark,0,1,0.0334448160535117,1,0,,,0
Wynafrei Whent,0,House Tully,1,0,0.133779264214046,1,0,,,0
Ysilla Royce,1,House Arryn,1,0,0.0434782608695652,1,0,,,0
Zachery Frey,1,House Frey,0,0,0.0468227424749163,1,0,,,0
Zhoe Blanetree,0,House Tully,1,0,0.0501672240802675,1,0,,,0
Zia Frey,0,House Frey,0,0,0.0468227424749163,1,0,,,0
Addam Marbrand,1,House Lannister,0,1,0.130434782608695,1,0,,,0
Aegor Rivers,1,House Tully,1,1,0.210702341137123,0,7,Dragonstone,Ryger Rivers - Poisoned by Arya Stark.,61
Aenys Frey,1,House Frey,1,1,0.147157190635451,0,7,Dragonstone,38 Unnamed Frey Knights - Poisoned by Arya Stark.,61
Aerion Targaryen,1,House Targaryen,1,1,0.207357859531772,0,3,And Now His Watch Is Ended,"Aerion ""Brightflame"" Targaryen - Burned alive when he drank wildfire off-screen, mentioned.",24
Aemond Targaryen,1,House Targaryen,0,1,0.311036789297658,0,7,Eastwatch,Lord Randyll Tarly - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.,65
Amerei Frey,0,House Frey,1,1,0.237458193979933,1,0,,,0
Androw Ashford,1,House Tyrell,0,1,0.0167224080267558,1,0,,,0
Anders Yronwood,1,House Martell,0,1,0.060200668896321,1,0,,,0
Arnolf Karstark,1,House Stark,0,1,0.137123745819397,1,0,,,0
Arya Stark,0,House Stark,0,1,1.0,1,0,,,0
Axell Florent,1,House Tyrell,0,1,0.307692307692307,0,8,The Bells,Unnamed Lannister Soldier - Stabbed in the stomach by Grey Worm with a spear.,71
Aurane Waters,1,Foreign Noble,0,1,0.377926421404682,1,0,,,0
Ben Plumm,1,Outlaw,0,1,0.140468227424749,1,0,,,0
Benfred Tallhart,1,House Stark,0,0,0.0702341137123745,0,4,First of His Name,Unnamed Mutineer - Stabbed in the stomach by Eddison Tollett with a sword.,35
Boros Blount,1,House Baratheon,0,1,0.217391304347826,1,0,,,0
Black Balaq,1,Foreign Peasant,0,0,0.0,1,0,,,0
Bloodbeard,0,Outlaw,0,0,0.0903010033444816,1,0,,,0
Bran Stark,1,House Stark,0,1,1.0,1,0,,,0
Bronn,1,House Lannister,1,1,0.471571906354515,1,0,,,0
Bryce Caron,1,House Baratheon,0,1,0.0668896321070234,0,8,The Iron Throne,Brother Ray - 1 (Deceased),72
Butterbumps,1,House Tyrell,0,0,0.0367892976588628,1,0,,,0
Cassana Estermont,1,House Baratheon,1,0,0.103678929765886,0,3,The Rains of Castamere,Talisa Stark's Unborn Child - Stabbed to death by Lothar Frey with a knife.,29
Chett,1,Night's Watch,0,0,0.197324414715719,0,4,The Watchers on the Wall,Unnamed Free Folk - Chest slashed by Ser Alliser Thorne with a sword.,39
Clayton Suggs,1,Noble,0,1,0.0434782608695652,1,0,,,0
Cersei Lannister,0,House Lannister,1,1,1.0,0,8,The Iron Throne,Queen Cersei I Lannister - 189 (Deceased),72
Chiswyck,0,House Lannister,0,0,0.0635451505016722,0,8,The Iron Throne,Othell Yarwyck - 1 (Deceased),72
Cleon,1,Foreign Peasant,0,1,0.103678929765886,0,1,A Golden Crown,"Ser Vardis Egen - Stabbed in the neck by Bronn with a sword, then thrown through the Moon Door.",6
Cohollo,1,Dothraki,0,0,0.0334448160535117,0,4,The Watchers on the Wall,"Cooper - Killed by Mag Mar Tun Doh Weg off-screen, body shown.",39
Cortnay Penrose,1,House Baratheon,0,1,0.160535117056856,0,2,The Ghost of Harrenhal,Ser Robar Royce - Stabbed in the back by Brienne of Tarth with a sword.,15
Cotter Pyke,1,Night's Watch,0,1,0.150501672240802,1,0,,,0
Cragorn,1,House Greyjoy,0,0,0.0234113712374581,0,8,The Iron Throne,Ser Gregor Clegane/The Mountain - 17 (Deceased),72
Crawn,1,Outlaw,0,0,0.0167224080267558,1,0,,,0
Creighton Longbough,1,Peasant,0,1,0.0468227424749163,1,0,,,0
Cressen,1,Soldier,0,1,0.183946488294314,0,2,The Old Gods and the New,Drennan - Throat slit by Osha with a knife.,16
Daario Naharis,1,Outlaw,0,0,0.220735785953177,1,0,,,0
Dagmer,1,House Greyjoy,0,1,0.120401337792642,1,0,,,0
Dagos Manwoody,1,House Martell,0,1,0.0334448160535117,1,0,,,0
Danelle Lothston,0,Noble,0,1,0.0167224080267558,1,0,,,0
Dalla,0,Wildling,0,0,0.0869565217391304,0,8,The Bells,Unella - Died when Drogon destroyed the Red Keep on the orders of Queen Daenerys I Targaryen.,71
Doran Martell,1,House Martell,1,1,0.498327759197324,0,6,The Red Woman,Prince Doran Martell - Stabbed in the chest by Ellaria Sand with a knife.,51
Ebrose,1,Wildling,0,1,0.0167224080267558,1,0,,,0
Eddison Tollett,1,House Arryn,0,0,0.100334448160535,0,2,The Night Lands,"Eddison Tollett's Mother - Died in an unspecified manner off-screen, mentioned.",12
Edric Dayne,1,House Martell,0,1,0.0836120401337792,1,0,,,0
Edwyn Frey,1,House Frey,1,0,0.147157190635451,1,0,,,0
Eldon Estermont,1,House Baratheon,1,1,0.060200668896321,1,0,,,0
Ellaria Sand,0,House Martell,1,0,0.160535117056856,0,8,The Iron Throne,Ellaria Sand - 2 (Deceased),72
Ethan Glover,1,House Stark,0,0,0.0334448160535117,0,4,The Mountain and the Viper,Jack Bulwer - Killed by unknown Free Folk off-screen.,38
Emmon Frey,1,House Frey,1,1,0.23076923076923,1,0,,,0
Galbart Glover,1,House Stark,0,1,0.120401337792642,1,0,,,0
Gerold Hightower,1,House Tyrell,0,1,0.414715719063545,0,8,The Long Night,Wight - Hit by Gendry Baratheon with a war hammer.,69
Ghost of High Heart,0,Night's Watch,0,0,0.0869565217391304,1,0,,,0
Gerris Drinkwater,1,House Martell,0,1,0.157190635451505,1,0,,,0
Gilly,0,Wildling,1,0,0.2876254180602,1,0,,,0
Greydon Goodbrother,1,House Greyjoy,0,0,0.0468227424749163,1,0,,,0
Harmen Uller,1,House Martell,0,1,0.0434782608695652,1,0,,,0
Gyles Rosby,1,House Baratheon,0,1,0.364548494983277,0,4,The Lion and the Rose,Tansy - Mauled by the bastard's girls on the orders of Lord Ramsay Snow.,32
Harren Hoare,1,House Greyjoy,0,0,0.204013377926421,0,2,A Man Without Honor,"King Harren Hoare - Burned alive by a dragon with its fire breath on the orders of King Aerys II Targaryen off-screen, mentioned.",17
Harras Harlaw,1,House Greyjoy,0,1,0.107023411371237,1,0,,,0
Harrold Hardyng,1,House Arryn,0,1,0.120401337792642,1,0,,,0
Helaena Targaryen,0,House Targaryen,1,1,0.270903010033444,0,8,The Bells,Ellaria Sand - Died when Drogon destroyed the Red Keep on the orders of Queen Daenerys I Targaryen.,71
