,allegiance,killer,killers_house,location,method,name,episode_global_num,weights_simple
235,Wise Masters,Grey Worm,House Targaryen,Yunkai,Spear,Yunkai soldier,29,0.9950539568345325
236,Wise Masters,Daario Naharis,House Targaryen,Yunkai,Knife,Yunkai soldier,29,0.9950539568345325
237,Wise Masters,Daario Naharis,House Targaryen,Yunkai,Arakh,Yunkai soldier,29,0.9950539568345325
238,House Stark,Lothar Frey,House Frey,The Twins,Knife,Unborn Stark child,29,0.9995503597122303
239,House Stark,Lothar Frey,House Frey,The Twins,Knife,Talisa Stark,29,0.9995503597122303
240,House Stark,Frey soldier,House Frey,The Twins,Arrow,Stark soldier,29,0.9793165467625898
241,House Stark,Frey soldier,House Frey,The Twins,Knife,Stark soldier,29,0.9793165467625898
242,House Stark,Frey soldier,House Frey,The Twins,Arrow,Stark soldier,29,0.9793165467625898
243,House Stark,Frey soldier,House Frey,The Twins,Arrow,Stark soldier,29,0.9793165467625898
244,House Stark,Frey soldier,House Frey,The Twins,Knife,Stark soldier,29,0.9793165467625898
245,House Stark,Frey soldier,House Frey,The Twins,Arrow,Stark soldier,29,0.9793165467625898
246,House Stark,Frey soldier,House Frey,The Twins,Knife,Stark soldier,29,0.9793165467625898
247,House Stark,Frey soldier,House Frey,The Twins,Knife,Stark soldier,29,0.9793165467625898
248,House Stark,Frey soldier,House Frey,The Twins,Knife,Stark soldier,29,0.9793165467625898
249,House Stark,Frey soldier,House Frey,The Twins,Knife,Stark soldier,29,0.9793165467625898
250,House Stark,Frey soldier,House Frey,The Twins,Knife,Stark soldier,29,0.9793165467625898
251,House Stark,Frey soldier,House Frey,The Twins,Knife,Stark soldier,29,0.9793165467625898
252,House Stark,Frey soldier,House Frey,The Twins,Knife,Stark soldier,29,0.9793165467625898
253,House Stark,Frey soldier,House Frey,The Twins,Knife,Stark soldier,29,0.9793165467625898
254,House Stark,Frey soldier,House Frey,The Twins,Knife,Stark soldier,29,0.9793165467625898
255,House Stark,Frey soldier,House Frey,The Twins,Knife,Stark soldier,29,0.9793165467625898
256,House Stark,Frey soldier,House Frey,The Twins,Knife,Stark soldier,29,0.9793165467625898
257,House Stark,Frey soldier,House Frey,The Twins,Knife,Stark soldier,29,0.9793165467625898
258,House Stark,Frey soldier,House Frey,The Twins,Knife,Stark soldier,29,0.9793165467625898
259,House Stark,Frey soldier,House Frey,The Twins,Knife,Stark soldier,29,0.9793165467625898
260,House Stark,Frey soldier,House Frey,The Twins,Sword,Stark soldier,29,0.9793165467625898
261,House Stark,Frey soldier,House Frey,The Twins,Arrow,Grey Wind,29,0.9995503597122303
262,House Stark,Frey soldier,House Frey,The Twins,Knife,Stark soldier,29,0.9793165467625898
263,House Stark,Frey soldier,House Frey,The Twins,Knife,Stark soldier,29,0.9793165467625898
264,House Stark,Roose Bolton,House Bolton,The Twins,Knife,Robb Stark,29,0.9995503597122303
265,House Frey,Catelyn Stark,House Stark,The Twins,Knife,Joyeuse Frey,29,0.9995503597122303
266,House Stark,Walder Rivers,House Frey,The Twins,Knife,Catelyn Stark,29,0.9995503597122303
267,House Stark,Frey soldier,House Frey,The Twins,Sword,Stark soldier,30,0.9793165467625898
268,House Stark,Frey soldier,House Frey,The Twins,Hanging,Stark soldier,30,0.9793165467625898
269,House Stark,Frey soldier,House Frey,The Twins,Sword,Stark soldier,30,0.9793165467625898
270,House Frey,Arya Stark,House Stark,Riverlands,Knife,Frey soldier,30,0.9982014388489209
271,House Frey,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Sword,Frey soldier,30,0.9982014388489209
272,House Frey,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Sword,Frey soldier,30,0.9982014388489209
273,House Frey,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Sword,Frey soldier,30,0.9982014388489209
274,House Baratheon of King's Landing,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Sword,Baratheon of King's Landing soldier,31,0.9919064748201438
275,House Baratheon of King's Landing,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Knife,Lowell (King's Soldier),31,0.9995503597122303
276,House Baratheon of King's Landing,Arya Stark,House Stark,Riverlands,Sword,Baratheon of King's Landing soldier,31,0.9919064748201438
277,House Baratheon of King's Landing,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Sword,Baratheon of King's Landing soldier,31,0.9919064748201438
278,House Baratheon of King's Landing,Arya Stark,House Stark,Riverlands,Sword,Polliver,31,0.9995503597122303
279,Smallfolk,Ramsay Bolton,House Bolton,Dreadfort,Dogs,Tansy,32,0.9995503597122303
280,House Baratheon of Dragonstone,"Melisandre ""the Red Woman"" of Asshai",Lord of Light,Dragonstone,Fire,Axell Florent,32,0.9995503597122303
281,House Baratheon of Dragonstone,"Melisandre ""the Red Woman"" of Asshai",Lord of Light,Dragonstone,Fire,Dragonstone citizen,32,0.9991007194244603
282,House Baratheon of Dragonstone,"Melisandre ""the Red Woman"" of Asshai",Lord of Light,Dragonstone,Fire,Dragonstone citizen,32,0.9991007194244603
283,None,Summer,House Stark,Beyond the Wall,Teeth,Deer,32,0.9995503597122303
284,House Lannister,Olenna Tyrell,House Tyrell,King's Landing,Poison,Joffrey Baratheon,32,0.9995503597122303
285,House Hollard,Baelish soldier,House Baelish,King's Landing,Arrow,Dontos Hollard,33,0.9995503597122303
286,Smallfolk,Ygritte,Free Folk,The Gift,Arrow,Guymon,33,0.9995503597122303
287,Smallfolk,Styr,Free Folk,The Gift,Axe,Olly's mum,33,0.9995503597122303
288,Smallfolk,Thenn raider,Free Folk,The Gift,Unknown,Peasant,33,0.9838129496402879
289,Smallfolk,Tormund,Free Folk,The Gift,Sword,Peasant,33,0.9838129496402879
290,Smallfolk,Tormund,Free Folk,The Gift,Sword,Peasant,33,0.9838129496402879
291,Smallfolk,Tormund,Free Folk,The Gift,Sword,Peasant,33,0.9838129496402879
292,Smallfolk,Tormund,Free Folk,The Gift,Sword,Peasant,33,0.9838129496402879
293,Smallfolk,Ygritte,Free Folk,The Gift,Sword,Peasant,33,0.9838129496402879
294,None,Daario Naharis,House Targaryen,Meereen,Knife,Champion of Meereen's Horse,33,0.9995503597122303
295,Great Masters,Daario Naharis,House Targaryen,Meereen,Arakh,Champion of Meereen,33,0.9995503597122303
296,Great Masters,Meereen slaves,None,Meereen,Unknown,Meereen slave master,34,0.9995503597122303
297,Night's Watch,Eddison Tollett,Night's Watch,Beyond the Wall,Sword,Night's Watch mutineer,35,0.9959532374100719
298,Night's Watch,Locke,House Bolton,Beyond the Wall,Sword,Night's Watch mutineer,35,0.9959532374100719
299,Night's Watch,Locke,House Bolton,Beyond the Wall,Sword,Night's Watch mutineer,35,0.9959532374100719
300,Night's Watch,Night's Watch mutineer,Night's Watch,Beyond the Wall,Axe,Night's Watch brother,35,0.9784172661870504
301,Night's Watch,Night's Watch mutineer,Night's Watch,Beyond the Wall,Sword,Night's Watch brother,35,0.9784172661870504
302,Night's Watch,Jon Snow,House Stark,Beyond the Wall,Sword,Night's Watch mutineer,35,0.9959532374100719
303,Night's Watch,Night's Watch mutineer,Night's Watch,Beyond the Wall,Sword,Night's Watch brother,35,0.9784172661870504
304,Night's Watch,Jon Snow,House Stark,Beyond the Wall,Sword,Night's Watch mutineer,35,0.9959532374100719
305,Night's Watch,Eddison Tollett,Night's Watch,Beyond the Wall,Sword,Night's Watch mutineer,35,0.9959532374100719
306,Night's Watch,Jon Snow,House Stark,Beyond the Wall,Sword,Night's Watch mutineer,35,0.9959532374100719
307,House Bolton,Hodor/Bran Stark,House Stark,Beyond the Wall,Hands,Locke,35,0.9995503597122303
308,Night's Watch,Jon Snow,House Stark,Beyond the Wall,Sword,Night's Watch mutineer,35,0.9959532374100719
309,Night's Watch,Karl Tanner,Night's Watch,Beyond the Wall,Knife,Night's Watch brother,35,0.9784172661870504
310,Night's Watch,Jon Snow,House Stark,Beyond the Wall,Sword,Karl Tanner,35,0.9995503597122303
311,Night's Watch,Grenn,Night's Watch,Beyond the Wall,Sword,Night's Watch mutineer,35,0.9959532374100719
312,Night's Watch,Ghost,House Stark,Beyond the Wall,Teeth,Rast,35,0.9995503597122303
313,House Bolton,Yara Greyjoy,House Greyjoy,Dreadfort,Axe,Bolton soldier,36,0.9721223021582733
314,House Bolton,Greyjoy soldier,House Greyjoy,Dreadfort,Knife,Bolton soldier,36,0.9721223021582733
315,House Bolton,Greyjoy soldier,House Greyjoy,Dreadfort,Sword,Bolton soldier,36,0.9721223021582733
316,House Greyjoy,Ramsay Bolton,House Bolton,Dreadfort,Knife,Greyjoy soldier,36,0.9995503597122303
317,House Bolton,Yara Greyjoy,House Greyjoy,Dreadfort,Axe,Bolton soldier,36,0.9721223021582733
318,House Bolton,Yara Greyjoy,House Greyjoy,Dreadfort,Axe,Bolton soldier,36,0.9721223021582733
319,None,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),Goat,36,0.9995503597122303
320,None,"Gregor ""the Mountain"" Clegane",House Lannister,King's Landing,Sword,Prisoner,37,0.9982014388489209
321,None,"Gregor ""the Mountain"" Clegane",House Lannister,King's Landing,Sword,Prisoner,37,0.9982014388489209
322,None,"Gregor ""the Mountain"" Clegane",House Lannister,King's Landing,Sword,Prisoner,37,0.9982014388489209
323,Smallfolk,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Knife,Peasant,37,0.9838129496402879
324,None,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Hands,Biter,37,0.9995503597122303
325,None,Arya Stark,House Stark,Riverlands,Sword,Rorge,37,0.9995503597122303
326,House Baelish,Petyr Baelish,House Baelish,The Eyrie,Moon Door,Lysa Arryn,37,0.9995503597122303
327,Smallfolk,Thenn raider,Free Folk,Mole's Town,Knife,Peasant,38,0.9838129496402879
328,Smallfolk,Tormund,Free Folk,Mole's Town,Sword,Peasant,38,0.9838129496402879
329,Smallfolk,Ygritte,Free Folk,Mole's Town,Spear,Peasant,38,0.9838129496402879
330,Smallfolk,Ygritte,Free Folk,Mole's Town,Spear,Peasant,38,0.9838129496402879
331,Smallfolk,Styr,Free Folk,Mole's Town,Axe,Peasant,38,0.9838129496402879
332,Smallfolk,Styr,Free Folk,Mole's Town,Axe,Peasant,38,0.9838129496402879
333,Smallfolk,Tormund,Free Folk,Mole's Town,Sword,Peasant,38,0.9838129496402879
334,Smallfolk,Tormund,Free Folk,Mole's Town,Sword,Peasant,38,0.9838129496402879
335,Smallfolk,Ygritte,Free Folk,Mole's Town,Spear,Peasant,38,0.9838129496402879
336,Smallfolk,Ygritte,Free Folk,Mole's Town,Knife,Peasant,38,0.9838129496402879
337,House Greyjoy,Greyjoy soldier,House Greyjoy,Moat Cailin,Axe,Ralf Kenning,38,0.9995503597122303
338,House Martell,"Gregor ""the Mountain"" Clegane",House Lannister,King's Landing,Hands,Oberyn Martell,38,0.9995503597122303
339,Free Folk,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,39,0.9523381294964028
340,Free Folk,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,39,0.9523381294964028
341,Night's Watch,Ygritte,Free Folk,Castle Black,Flaming arrow,Night's Watch brother,39,0.9784172661870504
342,Free Folk,Night's Watch brother,Night's Watch,Beyond the Wall,Flaming arrow,Wildling,39,0.9523381294964028
343,Free Folk,Night's Watch brother,Night's Watch,Beyond the Wall,Flaming arrow,Wildling,39,0.9523381294964028
344,Free Folk,Night's Watch brother,Night's Watch,Beyond the Wall,Flaming arrow,Wildling,39,0.9523381294964028
345,Free Folk,Night's Watch brother,Night's Watch,Beyond the Wall,Flaming arrow,Wildling,39,0.9523381294964028
346,Night's Watch,Ygritte,Free Folk,Castle Black,Flaming arrow,Night's Watch brother,39,0.9784172661870504
347,Night's Watch,Ygritte,Free Folk,Castle Black,Flaming arrow,Night's Watch brother,39,0.9784172661870504
348,Night's Watch,Wildling,Free Folk,Castle Black,Arrow,Night's Watch brother,39,0.9784172661870504
349,Night's Watch,Wildling,Free Folk,Castle Black,Arrow,Night's Watch brother,39,0.9784172661870504
350,Free Folk,Alliser Thorne,Night's Watch,Castle Black,Sword,Wildling,39,0.9523381294964028
351,Night's Watch,Thenn raider,Free Folk,Castle Black,Sword,Night's Watch brother,39,0.9784172661870504
352,Free Folk,Alliser Thorne,Night's Watch,Castle Black,Sword,Thenn raider,39,0.9986510791366906
353,Night's Watch,Tormund,Free Folk,Castle Black,Axe,Night's Watch brother,39,0.9784172661870504
354,Night's Watch,Tormund,Free Folk,Castle Black,Axe,Night's Watch brother,39,0.9784172661870504
355,Free Folk,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,39,0.9523381294964028
356,Free Folk,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,39,0.9523381294964028
357,Free Folk,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,39,0.9523381294964028
358,Free Folk,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,39,0.9523381294964028
359,Free Folk,Night's Watch brother,Night's Watch,Castle Black,Flaming arrow,Wildling,39,0.9523381294964028
360,Night's Watch,Wildling giant,Free Folk,The Wall,Giant arrow,Night's Watch brother,39,0.9784172661870504
361,Night's Watch,Thenn raider,Free Folk,Castle Black,Axe,Night's Watch brother,39,0.9784172661870504
362,Night's Watch,Wildling,Free Folk,Castle Black,Nail,Night's Watch brother,39,0.9784172661870504
363,Free Folk,Night's Watch brother,Night's Watch,Castle Black,Arrow,Wildling,39,0.9523381294964028
364,Night's Watch,Wildling,Free Folk,Castle Black,Knife,Night's Watch brother,39,0.9784172661870504
365,Night's Watch,Styr,Free Folk,Castle Black,Axe,Night's Watch brother,39,0.9784172661870504
366,Night's Watch,Styr,Free Folk,Castle Black,Axe,Night's Watch brother,39,0.9784172661870504
367,Night's Watch,Styr,Free Folk,Castle Black,Axe,Night's Watch brother,39,0.9784172661870504
368,Night's Watch,Ygritte,Free Folk,Castle Black,Arrow,Night's Watch brother,39,0.9784172661870504
369,Night's Watch,Ygritte,Free Folk,Castle Black,Arrow,Night's Watch brother,39,0.9784172661870504
370,Night's Watch,Ygritte,Free Folk,Castle Black,Arrow,Night's Watch brother,39,0.9784172661870504
371,Free Folk,Night's Watch brother,Night's Watch,Castle Black,Axe,Wildling,39,0.9523381294964028
372,Free Folk,Night's Watch brother,Night's Watch,Castle Black,Pot,Wildling,39,0.9523381294964028
373,Free Folk,Night's Watch brother,Night's Watch,Castle Black,Butcher's knife,Wildling,39,0.9523381294964028
374,Night's Watch,Wildling,Free Folk,Castle Black,Axe,Night's Watch brother,39,0.9784172661870504
375,Free Folk,Pypar,Night's Watch,Castle Black,Arrow,Wildling,39,0.9523381294964028
376,Night's Watch,Ygritte,Free Folk,Castle Black,Arrow,Pypar,39,0.9995503597122303
377,Free Folk,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,39,0.9523381294964028
378,Free Folk,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,39,0.9523381294964028
379,Free Folk,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,39,0.9523381294964028
380,Free Folk,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,39,0.9523381294964028
381,Free Folk,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,39,0.9523381294964028
382,Free Folk,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,39,0.9523381294964028
383,Free Folk,Night's Watch brother,Night's Watch,Beyond the Wall,Barrel,Wildling,39,0.9523381294964028
384,Free Folk,Alliser Thorne,Night's Watch,Castle Black,Sword,Wildling,39,0.9523381294964028
385,Night's Watch,Tormund,Free Folk,Castle Black,Axe,Night's Watch brother,39,0.9784172661870504
386,Free Folk,Sam Tarly,Night's Watch,Castle Black,Arrow,Thenn raider,39,0.9986510791366906
387,Free Folk,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,39,0.9523381294964028
388,Free Folk,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,39,0.9523381294964028
389,Free Folk,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,39,0.9523381294964028
390,Free Folk,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,39,0.9523381294964028
391,Free Folk,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,39,0.9523381294964028
392,Free Folk,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,39,0.9523381294964028
393,Free Folk,Night's Watch brother,Night's Watch,Beyond the Wall,Burning oil,Wildling,39,0.9523381294964028
394,Free Folk,Giant mammoth,Free Folk,Beyond the Wall,Mammoth foot,Wildling,39,0.9523381294964028
395,Free Folk,Night's Watch brother,Night's Watch,Beyond the Wall,Giant arrow,Giant wildling,39,0.9995503597122303
396,Night's Watch,None,None,The Wall,Burning oil,Night's Watch brother,39,0.9784172661870504
397,Night's Watch,Wildling,Free Folk,The Wall,Flaming arrow,Night's Watch brother,39,0.9784172661870504
398,Night's Watch,Wildling giant,Free Folk,Castle Black,Unknown,Grenn,39,0.9995503597122303
399,Free Folk,Grenn,Night's Watch,Castle Black,Unknown,Mag the Mighty giant,39,0.9995503597122303
400,Free Folk,Jon Snow,House Stark,Castle Black,Sword,Wildling,39,0.9523381294964028
401,Free Folk,Jon Snow,House Stark,Castle Black,Sword,Wildling,39,0.9523381294964028
402,Free Folk,Jon Snow,House Stark,Castle Black,Sword,Wildling,39,0.9523381294964028
403,Night's Watch,Styr,Free Folk,Castle Black,Axe,Night's Watch brother,39,0.9784172661870504
404,Night's Watch,Tormund,Free Folk,Castle Black,Sword,Night's Watch brother,39,0.9784172661870504
405,Night's Watch,Tormund,Free Folk,Castle Black,Sword,Night's Watch brother,39,0.9784172661870504
406,Free Folk,Jon Snow,House Stark,Castle Black,Sword,Wildling,39,0.9523381294964028
407,Free Folk,Ghost,House Stark,Castle Black,Teeth,Thenn raider,39,0.9986510791366906
408,Free Folk,Jon Snow,House Stark,Castle Black,Sword,Wildling,39,0.9523381294964028
